Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,2830,0,510.0,518.594873392229,70.32559999993282,1470.817200000056,2731.8780918727916,4.716064180850182,0.0,510,580,620,650,730,800,900,970,1200,1500,1500
GET,/api/v1/auth/customer/cart,2833,0,480.0,486.1874296152431,51.59019999996417,1105.1001000000724,1430.6953759265796,4.721063542172638,0.0,480,550,590,620,700,770,850,930,1100,1100,1100
GET,/api/v1/auth/customer/profile,2852,0,450.0,463.72957934782556,24.494500000173502,1364.1051999998126,946.843618513324,4.752726163881526,0.0,450,530,580,610,690,760,840,910,1100,1400,1400
GET,/api/v1/auth/orders,2849,0,460.0,472.0420365742389,27.007900000171503,1214.5591999997123,78.0,4.74772680255907,0.0,460,540,590,620,700,770,840,900,1100,1200,1200
POST,/api/v1/cart [Create],7190,4,460.0,468.3495989151665,39.69550000010713,1305.118699999639,1430.1066759388038,11.981802636152937,0.006665815096608031,460,530,580,610,690,760,860,930,1100,1300,1300
POST,/api/v1/cart/{code}/checkout,4331,0,490.0,498.2029711383,70.24190000015551,1474.0363000000798,2691.807665666128,7.2174112958523455,0.0,490,560,600,630,710,780,860,930,1200,1500,1500
POST,/api/v1/cart/{code}/shipping,4342,0,450.0,456.3517249424203,29.008500000145432,1248.524800000041,270.0,7.2357422873680175,0.0,450,510,560,590,670,750,850,920,1100,1200,1200
GET,/api/v1/cart/{code}/total,4340,0,450.0,458.8457846313352,29.578000000128668,1173.0742999998256,372.0,7.232409379819714,0.0,450,520,560,590,680,750,840,900,1100,1200,1200
GET,/api/v1/category,135964,0,440.0,447.0161601247399,14.955399999962538,1443.8616000002185,80.0,226.57772094880357,0.0,440,510,550,580,670,740,830,890,1100,1300,1400
GET,/api/v1/config,136585,0,440.0,449.66730944320386,15.6070999998974,1806.855799999994,287.0,227.612588742552,0.0,440,510,560,590,670,740,830,890,1100,1300,1800
GET,/api/v1/content/boxes,136215,0,440.0,446.1729842476961,15.29460000006111,1709.3727000001309,75.0,226.99600084611575,0.0,440,510,550,580,660,740,830,890,1100,1300,1700
POST,/api/v1/customer/login,2855,0,720.0,725.3082023467578,140.2230999999574,1745.411399999739,247.84378283712783,4.757725525203982,0.0,720,810,870,910,1000,1100,1200,1300,1600,1700,1700
POST,/api/v1/customer/register,2858,0,970.0,975.1758466410083,385.3644000000713,2239.063900000019,247.8439468159552,4.762724886526438,0.0,970,1100,1100,1200,1300,1400,1500,1600,1900,2200,2200
GET,/api/v1/store/languages,136458,0,440.0,443.9219745452817,12.484399999948437,1644.838400000026,34.0,227.40094911323467,0.0,440,510,550,580,660,730,820,890,1100,1300,1600
GET,/api/v2/product/friendly/t-shirt?lang=en,4361,0,450.0,454.9924342352698,19.113199999992503,1239.1448000003038,1541.6730107773446,7.267404909076906,0.0,450,520,560,590,670,750,830,900,1000,1200,1200
GET,/api/v2/product/name/t-shirt?lang=en,135740,0,440.0,453.47918125239454,16.816099999914513,1590.2345000004061,1541.6814129954325,226.20443530339352,0.0,440,520,560,590,670,740,830,890,1100,1300,1600
POST,/api/v2/product/{id}/variation,4357,0,440.0,449.2164104659179,21.55809999999292,1203.220699999747,118.0,7.260739093980298,0.0,440,510,550,580,660,730,820,860,980,1200,1200
,Aggregated,726960,4,440.0,452.4499553558656,12.484399999948437,2239.063900000019,443.33710520523823,1211.4452356575437,0.006665815096608031,440,510,560,590,670,750,850,920,1200,1500,2200
