Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,3322,0,410.0,419.87750547862555,76.01310000018202,1145.859400000063,2732.0725466586396,5.536113517812162,0.0,410,470,510,530,600,660,740,780,1000,1100,1100
GET,/api/v1/auth/customer/cart,3328,0,380.0,389.4400474158648,49.68029999963619,983.8921000000482,1430.7268629807693,5.546112518747403,0.0,380,440,480,500,570,630,710,770,900,980,980
GET,/api/v1/auth/customer/profile,3341,0,370.0,375.01263837174275,25.493600000118022,1186.9080000001304,946.8608201137384,5.567777020773761,0.0,370,430,470,500,570,630,700,750,950,1200,1200
GET,/api/v1/auth/orders,3340,0,370.0,378.82695925149824,25.366099999700964,1267.3297000001185,78.0,5.566110520617887,0.0,370,430,470,500,570,630,710,760,1000,1300,1300
POST,/api/v1/cart [Create],8188,1,360.0,373.10950509282185,39.436600000044564,1138.1757999997717,1430.7024914509038,13.645303276293191,0.001666500155873619,360,420,460,490,550,610,690,750,920,1100,1100
POST,/api/v1/cart/{code}/checkout,4840,0,400.0,410.15366059917596,68.76899999997477,1100.7341999998062,2692.104752066116,8.065860754428316,0.0,400,460,500,530,590,660,750,800,990,1100,1100
POST,/api/v1/cart/{code}/shipping,4846,0,360.0,365.5828283326475,24.49369999976625,1145.2249999997548,270.0,8.075859755363558,0.0,360,410,450,480,550,610,680,740,920,1100,1100
GET,/api/v1/cart/{code}/total,4842,0,350.0,365.6809179471274,31.449000000066007,1188.2645999999113,372.0,8.069193754740063,0.0,350,410,450,480,550,620,710,760,920,1200,1200
GET,/api/v1/category,155110,0,350.0,355.33656673908865,14.911900000242895,1342.8930000000037,80.0,258.490839177557,0.0,350,400,440,470,540,600,680,740,910,1100,1300
GET,/api/v1/config,155701,0,350.0,357.31964027527124,16.42710000032821,1288.3263999997325,287.0,259.47574076967834,0.0,350,410,450,470,540,600,680,740,910,1000,1300
GET,/api/v1/content/boxes,155357,0,340.0,353.7322325592011,14.426000000185013,1148.20409999993,75.0,258.9024647160578,0.0,340,400,440,470,540,600,680,730,910,1100,1100
POST,/api/v1/customer/login,3343,0,620.0,622.1506103798972,142.75540000016917,1438.6892000002263,247.8609033801974,5.571110021085508,0.0,620,690,750,790,880,970,1100,1200,1300,1400,1400
POST,/api/v1/customer/register,3347,0,860.0,868.0497724230673,369.84899999970366,1642.2724999997627,247.86106961458023,5.577776021709003,0.0,860,940,990,1000,1100,1200,1300,1400,1500,1600,1600
GET,/api/v1/store/languages,155603,0,340.0,353.43047813345487,14.150499999686872,1289.1647000001285,34.0,259.31242375440274,0.0,340,400,440,470,540,600,680,730,920,1100,1300
GET,/api/v2/product/friendly/t-shirt?lang=en,4874,0,350.0,357.76042595404607,22.92940000006638,1020.4743999997845,1541.7070168239638,8.122521759728018,0.0,350,410,450,470,540,600,670,730,880,1000,1000
GET,/api/v2/product/name/t-shirt?lang=en,154863,0,350.0,361.67815918392375,17.45870000013383,1390.19559999997,1541.720946901455,258.07921363905626,0.0,350,410,450,470,540,610,680,740,910,1100,1400
POST,/api/v2/product/{id}/variation,4869,0,350.0,358.9517260012289,25.19059999985984,1030.0218000002133,118.0,8.11418925894865,0.0,350,410,450,470,540,600,680,730,910,1000,1000
,Aggregated,829114,1,350.0,360.60135637572137,14.150499999686872,1642.2724999997627,443.4314412734558,1381.7186102369997,0.001666500155873619,350,410,450,470,550,610,700,770,1000,1300,1600
