Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,3481,0,360.0,383.51888267742163,74.00209999468643,1153.3118000006652,2732.2005170927896,5.584521016401481,0.0,360,420,460,500,580,660,750,810,1100,1200,1200
GET,/api/v1/auth/customer/cart,3487,0,330.0,353.9420236880431,46.317100001033396,2698.8108000005013,1430.7436191568684,5.594146734901455,0.0,330,390,430,460,540,620,720,820,1100,2700,2700
GET,/api/v1/auth/customer/profile,3502,0,310.0,332.753699000515,23.480500000005122,1186.335099999269,946.868075385494,5.6182110311513895,0.0,310,370,410,440,530,600,700,770,1000,1200,1200
GET,/api/v1/auth/orders,3499,0,320.0,344.1058504715546,25.052900004084222,1688.404200001969,78.0,5.6133981719014026,0.0,320,380,430,450,540,620,700,780,1500,1700,1700
POST,/api/v1/cart [Create],8732,2,320.0,345.21013345167023,38.125200000649784,1649.556099997426,1430.5688273018782,14.008628990295241,0.0032085728333246083,320,380,430,460,540,620,720,800,1000,1600,1600
POST,/api/v1/cart/{code}/checkout,5229,0,350.0,374.43063838216284,66.10240000009071,1213.208699999086,2692.212277682157,8.388813672727188,0.0,350,410,460,490,570,660,760,820,1100,1200,1200
POST,/api/v1/cart/{code}/shipping,5235,0,320.0,337.1413843361981,29.453200004354585,2540.158600000723,270.0,8.398439391227162,0.0,320,380,420,450,540,610,700,780,980,2500,2500
GET,/api/v1/cart/{code}/total,5233,0,310.0,343.04730836990916,26.79060000082245,2565.965000001597,372.0,8.395230818393838,0.0,310,380,430,460,550,630,730,800,1100,2600,2600
GET,/api/v1/category,166376,0,300.0,329.1212427357271,17.85060000111116,3048.5608000017237,80.0,266.9147568586075,0.0,300,370,410,440,530,610,700,770,1000,1500,3000
GET,/api/v1/config,166932,0,310.0,333.5961781647551,19.75749999837717,2871.390000000247,287.0,267.8067401062718,0.0,310,370,420,450,540,610,710,780,1000,1700,2900
GET,/api/v1/content/boxes,166618,0,300.0,325.36508323769453,18.989200005307794,2582.6622000022326,75.0,267.3029941714398,0.0,300,370,410,440,520,600,700,770,990,1300,2600
POST,/api/v1/customer/login,3503,0,560.0,578.1387159862678,138.64509999984875,1617.5208999993629,247.8681130459606,5.619815317568052,0.0,560,640,700,740,850,940,1000,1100,1500,1600,1600
POST,/api/v1/customer/register,3506,0,790.0,818.913908613746,343.4041000000434,1937.4330999999074,247.86822589845977,5.624628176818039,0.0,790,880,940,980,1100,1200,1300,1400,1600,1900,1900
GET,/api/v1/store/languages,166851,0,300.0,321.97189967516414,17.44959999632556,2667.1375000005355,34.0,267.6767929065221,0.0,300,360,410,440,520,600,700,760,990,1500,2700
GET,/api/v2/product/friendly/t-shirt?lang=en,5251,0,310.0,338.2183869168096,24.497999998857267,2900.0488000019686,1541.7265282803276,8.42410797389376,0.0,310,380,430,450,540,620,710,790,1200,2900,2900
GET,/api/v2/product/name/t-shirt?lang=en,166103,0,310.0,335.8642246521763,22.393400002329145,3153.9019999981974,1541.7333642378524,266.47678666685874,0.0,310,380,420,450,530,610,700,770,1000,1600,3200
POST,/api/v2/product/{id}/variation,5246,0,310.0,332.2840305185799,24.95959999941988,1162.8579000025638,118.0,8.416086541810449,0.0,310,370,420,450,540,610,700,770,980,1200,1200
,Aggregated,888784,2,310.0,333.0991888133653,17.44959999632556,3153.9019999981974,443.2408830491998,1425.8640985467894,0.0032085728333246083,310,370,420,450,540,620,720,800,1100,1600,3200
