Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,3800,0,360.0,383.8674435790417,76.43359999929089,1111.1191999953007,2732.3705263157894,5.701599049399421,0.0,360,420,460,490,580,650,740,820,1000,1100,1100
GET,/api/v1/auth/customer/cart,3804,0,330.0,357.14271635119485,48.00930000055814,1244.0212000001338,1430.7726077812829,5.707600732609316,0.0,330,400,440,460,540,630,750,810,990,1200,1200
GET,/api/v1/auth/customer/profile,3821,0,320.0,339.9631027217659,25.432100002944935,1453.7583999990602,946.8840617639362,5.733107886251365,0.0,320,380,420,450,540,610,710,770,1100,1500,1500
GET,/api/v1/auth/orders,3820,0,320.0,348.1905410994352,26.59980000316864,1236.5949000013643,78.0,5.731607465448892,0.0,320,390,430,460,540,620,720,790,1000,1200,1200
POST,/api/v1/cart [Create],9585,0,330.0,350.00924154404674,37.28379999665776,1255.6756999983918,1430.8845070422535,14.381533391708803,0.0,330,390,440,470,550,620,710,780,1000,1300,1300
POST,/api/v1/cart/{code}/checkout,5759,0,360.0,381.9024463795707,58.806200002436526,1186.4540000024135,2692.366209411356,8.64092340144507,0.0,360,420,470,500,580,660,750,820,1000,1200,1200
POST,/api/v1/cart/{code}/shipping,5766,0,320.0,345.5724870100482,31.253300003299955,1121.3581999982125,270.0,8.651426347062385,0.0,320,390,430,460,550,620,720,810,980,1100,1100
GET,/api/v1/cart/{code}/total,5764,0,320.0,345.1712485773866,28.44809999805875,1187.7862000037567,372.0,8.648425505457437,0.0,320,390,430,460,540,620,720,790,1100,1200,1200
GET,/api/v1/category,179179,0,310.0,334.03752119501314,18.355899999733083,1444.7853000019677,80.0,268.843898966405,0.0,310,380,420,450,530,610,710,770,990,1200,1400
GET,/api/v1/config,179769,0,310.0,338.25253939166214,18.834200003766455,1592.0305000036024,287.0,269.72914723986435,0.0,310,380,430,460,540,620,710,780,1000,1200,1600
GET,/api/v1/content/boxes,179420,0,310.0,331.69934597257685,17.554899997776374,1558.0435000010766,75.0,269.2055003798011,0.0,310,370,420,450,530,610,700,780,1000,1200,1600
POST,/api/v1/customer/login,3821,0,570.0,589.9357167757111,133.90709999657702,1861.5442000009352,247.88406176393613,5.733107886251365,0.0,570,660,720,750,870,970,1100,1200,1400,1900,1900
POST,/api/v1/customer/register,3827,0,810.0,830.5211289782949,358.7122000026284,1834.440700004052,247.8842435327933,5.742110411066207,0.0,810,900,960,1000,1100,1200,1300,1400,1800,1800,1800
GET,/api/v1/store/languages,179673,0,300.0,326.51558794699474,16.26850000320701,1386.7515999954776,34.0,269.5851068428269,0.0,300,370,410,440,530,600,700,760,980,1200,1400
GET,/api/v2/product/friendly/t-shirt?lang=en,5790,0,320.0,340.7953054403747,23.944399996253196,1194.6829999942565,1541.7471502590674,8.68743644632175,0.0,320,390,430,460,540,620,710,780,1000,1200,1200
GET,/api/v2/product/name/t-shirt?lang=en,178953,0,320.0,341.3016651908673,19.352700001036283,1872.8075999970315,1541.7537118684795,268.504803865046,0.0,320,380,430,460,540,620,710,780,1000,1200,1900
POST,/api/v2/product/{id}/variation,5779,0,310.0,335.9654271327296,23.018100000626873,1030.868300003931,118.0,8.670931817494541,0.0,310,380,420,450,540,610,730,780,990,1000,1000
,Aggregated,958330,0,310.0,338.3451662431541,16.26850000320701,1872.8075999970315,444.06663362307347,1437.89826763446,0.0,310,380,430,460,540,620,730,810,1100,1300,1900
