Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,4056,0,360.0,383.30164275147877,75.49180000023625,1272.366499999407,2732.5,5.6322786389234505,0.0,360,420,460,490,580,660,750,820,980,1300,1300
GET,/api/v1/auth/customer/cart,4062,0,340.0,358.7342138109308,51.26919999929669,1298.006399998485,1430.8229935992122,5.640610412057953,0.0,340,400,440,470,550,620,710,780,1000,1300,1300
GET,/api/v1/auth/customer/profile,4081,0,310.0,337.4831141631981,31.39499999997497,1124.8988999996072,946.913256554766,5.66699436031721,0.0,310,370,420,450,530,600,690,760,1000,1100,1100
GET,/api/v1/auth/orders,4080,0,330.0,349.4123086764757,32.23630000138655,1154.055499999231,78.0,5.66560573146146,0.0,330,380,430,460,550,630,750,820,1100,1200,1200
POST,/api/v1/cart [Create],10312,1,330.0,352.4198538886761,37.46850000061386,1298.059499998999,1430.7940263770365,14.319540760497688,0.0013886288557503576,330,390,430,470,550,630,740,810,1000,1300,1300
POST,/api/v1/cart/{code}/checkout,6221,0,360.0,381.39904465520675,67.08810000054655,1271.4468999984092,2692.561967529336,8.638660111622976,0.0,360,420,470,500,570,650,740,820,1000,1300,1300
POST,/api/v1/cart/{code}/shipping,6232,0,320.0,342.35676978497924,31.994700000723242,1404.785400000037,270.0,8.653935029036228,0.0,320,380,420,460,540,620,710,790,1000,1400,1400
GET,/api/v1/cart/{code}/total,6230,0,320.0,342.04196444621766,33.823000001575565,1163.4813000000577,372.0,8.651157771324728,0.0,320,380,430,460,540,620,710,780,930,1200,1200
GET,/api/v1/category,193569,0,310.0,333.30301659873,20.868499999778578,1527.291200000036,80.0,268.79549897874097,0.0,310,370,420,450,530,610,700,770,980,1200,1500
GET,/api/v1/config,194167,0,310.0,337.4339501202599,20.36479999878793,1449.305699999968,287.0,269.6258990344797,0.0,310,380,420,460,540,620,710,780,1000,1200,1400
GET,/api/v1/content/boxes,193846,0,310.0,331.13199602313233,20.220899999912945,1482.1409000014683,75.0,269.18014917178385,0.0,310,370,420,450,530,610,700,770,980,1200,1500
POST,/api/v1/customer/login,4082,0,560.0,587.1473582557543,147.2353999997722,1632.175200000347,247.91352278294954,5.66838298917296,0.0,560,650,710,750,860,940,1100,1200,1400,1600,1600
POST,/api/v1/customer/register,4085,0,810.0,829.3051318482406,347.52519999892684,1951.9325000001118,247.91432068543452,5.672548875740211,0.0,810,890,950,1000,1100,1200,1300,1400,1600,2000,2000
GET,/api/v1/store/languages,194069,0,300.0,325.7371048879476,16.933499999140622,1623.0541999993875,34.0,269.4898134066162,0.0,300,370,410,440,530,600,700,770,980,1200,1600
GET,/api/v2/product/friendly/t-shirt?lang=en,6259,0,320.0,345.6489149384907,26.545500000793254,1147.5145000003977,1541.7713692283112,8.691428008141488,0.0,320,390,430,470,550,630,730,790,960,1100,1100
GET,/api/v2/product/name/t-shirt?lang=en,193337,0,320.0,339.15026055798666,22.495000001072185,1568.7782000004518,1541.767644061923,268.4733370842069,0.0,320,380,430,460,540,610,700,770,980,1200,1600
POST,/api/v2/product/{id}/variation,6254,0,310.0,339.18797668691474,28.310700001384248,1211.956299999656,118.0,8.684484863862737,0.0,310,380,420,450,550,630,730,790,970,1200,1200
,Aggregated,1034942,1,310.0,337.3766279256219,16.933499999140622,1951.9325000001118,443.9129922256513,1437.1503252279867,0.0013886288557503576,310,380,420,450,540,620,720,800,1100,1300,2000
