Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,3667,0,360.0,383.3136093809229,70.97300000168616,1129.7705999968457,2732.2658849195527,5.723831778533436,0.0,360,420,470,490,570,660,760,840,1100,1100,1100
GET,/api/v1/auth/customer/cart,3672,0,330.0,349.812448474932,46.331999998074025,1131.1123999985284,1430.7453703703704,5.7316362941845584,0.0,330,390,430,460,540,610,700,780,1000,1100,1100
GET,/api/v1/auth/customer/profile,3681,0,310.0,334.7557367563643,24.368299993511755,1026.953799999319,946.8701439826134,5.745684422356579,0.0,310,370,420,450,530,610,690,770,990,1000,1000
GET,/api/v1/auth/orders,3678,0,330.0,348.1839948341575,27.169599998160265,1109.3603999979678,78.0,5.741001712965906,0.0,330,390,430,460,550,640,730,800,1100,1100,1100
POST,/api/v1/cart [Create],9095,3,320.0,348.3927516987878,39.69540000252891,1219.0663000001223,1430.4399120395822,14.196413969392308,0.0046827093906736585,320,390,430,460,550,630,720,790,1000,1200,1200
POST,/api/v1/cart/{code}/checkout,5394,0,350.0,379.1671739525161,70.01329999911832,1317.9889999955776,2692.306266221728,8.419511484431238,0.0,350,420,470,500,580,660,760,820,1200,1300,1300
POST,/api/v1/cart/{code}/shipping,5409,0,320.0,342.93902970979394,31.53310000197962,1061.1856000032276,270.0,8.442925031384606,0.0,320,380,430,460,550,620,710,800,960,1100,1100
GET,/api/v1/cart/{code}/total,5404,0,320.0,342.68784700222113,25.737099997058976,1252.6039000003948,372.0,8.435120515733484,0.0,320,390,430,460,550,620,720,800,1100,1300,1300
GET,/api/v1/category,172924,0,300.0,329.3041816907956,18.820299999788404,1602.0581000047969,80.0,269.9176128909506,0.0,300,370,420,450,530,610,710,780,970,1200,1600
GET,/api/v1/config,173522,0,310.0,335.004245191969,18.212499999208376,1475.125200006005,287.0,270.8510329628249,0.0,310,380,430,460,540,620,720,780,1000,1200,1500
GET,/api/v1/content/boxes,173181,0,300.0,326.7645062922672,18.512499998905696,1451.9034999975702,75.0,270.3187649954183,0.0,300,370,410,450,530,610,700,770,990,1200,1500
POST,/api/v1/customer/login,3682,0,560.0,577.5368812601345,143.5053999957745,1599.2908000043826,247.87017925040738,5.747245325486803,0.0,560,650,700,750,860,960,1100,1100,1400,1600,1600
POST,/api/v1/customer/register,3683,0,800.0,825.4705914471724,369.2021000024397,1836.194700001215,247.8702144990497,5.7488062286170285,0.0,800,890,950,990,1100,1200,1300,1400,1700,1800,1800
GET,/api/v1/store/languages,173414,0,300.0,323.2192545567292,15.523300004133489,1548.5693000009633,34.0,270.68245542476063,0.0,300,360,410,440,530,600,700,770,980,1200,1500
GET,/api/v2/product/friendly/t-shirt?lang=en,5437,0,310.0,334.9665685856519,22.060600000259,1337.4504000021261,1541.7467353319846,8.486630319030894,0.0,310,380,420,450,540,610,720,780,970,1300,1300
GET,/api/v2/product/name/t-shirt?lang=en,172677,0,310.0,336.60076987554777,20.569400003296323,1557.2546000039438,1541.7596784748403,269.5320698177851,0.0,310,380,430,460,540,610,710,780,980,1200,1600
POST,/api/v2/product/{id}/variation,5427,0,310.0,334.32510418281515,21.62990000215359,1092.2254000033718,118.0,8.471021287728648,0.0,310,380,420,450,530,600,710,780,1000,1100,1100
,Aggregated,923947,3,310.0,334.17992318585635,15.523300004133489,1836.194700001215,443.3613031916333,1442.1917644615849,0.0046827093906736585,310,380,420,450,540,620,730,800,1100,1300,1800
