Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,220.0,238.0731177778216,145.15970000138623,1059.0341999995871,239.0,0.09166218836893611,0.0,220,240,250,260,290,320,450,1100,1100,1100,1100
GET,01_Admin_Order,1900,0,270.0,341.6613800000248,48.16430000028049,1975.1537000011012,2112810.6063157893,1.2900604288961377,0.0,270,330,380,430,660,860,1100,1300,1700,2000,2000
POST,01_Query_Routes,8547,0,870.0,950.5394266058017,159.59289999955217,4768.89250000022,327.0,5.80323499251331,0.0,870,1100,1300,1400,1700,2000,2300,2700,3500,4800,4800
PUT,02_Admin_Update_Order,1897,0,70,73.96984696891022,21.36389999941457,262.67809999990277,485.908803373748,1.288023491376828,0.0,70,86,95,100,120,130,150,170,250,260,260
GET,02_Select_Contact,8543,0,60,65.02965320144423,16.773299999840674,361.00729999998293,459.0,5.8005190758208975,0.0,60,74,84,88,100,120,140,160,240,360,360
GET,03_Admin_Route,1894,0,60,65.64697671595057,19.76710000053572,392.95880000099714,1793.0,1.2859865538575184,0.0,60,75,83,88,100,120,140,150,230,390,390
GET,03_Visit_Booking_Page,8538,0,54,58.996395361912455,14.57989999835263,344.02550000049814,37992.0,5.797124179955381,0.0,54,68,77,82,100,110,130,150,210,340,340
POST,04_Admin_Update_Route,1893,0,71,75.3080077126474,21.851600000445615,305.5003999998007,235.0,1.2853075746844151,0.0,71,86,95,100,120,140,160,170,290,310,310
POST,04_Confirm_Booking,8440,304,3600.0,10672.723661718,249.8816999996052,60339.30279999913,51.15071090047393,5.730584220991265,0.20640966862338203,3600,8800,14000,18000,33000,50000,60000,60000,60000,60000,60000
GET,05_Admin_Route,1889,0,120.0,132.80204547383096,59.8958999999013,1163.2922000007966,5482.010058231869,1.2825916579920023,0.0,120,140,150,160,180,200,260,310,530,1200,1200
POST,05_Fetch_Unpaid_Orders,8436,0,88,93.43161848034194,27.17569999913394,331.7573000003904,13055.055357989568,5.727868304298852,0.0,88,100,110,120,140,150,170,190,280,330,330
PUT,06_Admin_Update_Travel,1885,0,68,72.21666143236577,21.329000001060194,372.5144,272.0,1.2798757412995894,0.0,68,83,92,100,110,130,150,170,300,370,370
POST,06_Pay_Order,8431,128,140.0,151.35928110544998,46.10300000058487,1095.3977000008308,68.33293796702645,5.724473408433336,0.0869093341572135,140,160,180,190,230,270,360,430,850,1100,1100
GET,07_Admin_Get_User,1885,0,64,69.7596485941533,22.265100000367966,300.0642999995762,25691.177718832892,1.2798757412995894,0.0,64,78,87,95,110,130,150,160,200,300,300
GET,07_Collect_Ticket,8428,128,74,78.8285368414815,18.11439999983122,891.6234000007535,41.57949691504509,5.722436470914026,0.0869093341572135,74,88,100,100,120,140,160,180,350,890,890
POST,0AA_LoginAdmin,135,0,190.0,213.0319111110482,142.6898000008805,641.397199999119,341.0,0.09166218836893611,0.0,190,220,240,250,290,330,400,640,640,640,640
POST,0A_Login,135,0,180.0,192.96911777777564,120.58470000010857,428.93459999868355,370.0,0.09166218836893611,0.0,180,200,220,230,260,270,370,400,430,430,430
,Aggregated,73011,560,100.0,1419.6735169810047,14.57989999835263,60339.30279999913,61923.67702127077,49.57294840743995,0.38022833693780905,100,150,250,430,1400,5300,21000,36000,60000,60000,60000
