Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,230.0,245.62830888885568,147.69610000075772,1058.620300000257,239.0,0.21026820647330438,0.0,230,250,270,280,310,340,540,1000,1100,1100,1100
GET,01_Admin_Order,812,0,170.0,207.8575532019642,54.61409999952593,1137.8718000014487,1203137.85591133,1.2647243233801715,0.0,170,200,240,280,380,470,520,610,1100,1100,1100
POST,01_Query_Routes,5320,0,580.0,604.4486870300789,154.9816999995528,4610.048499998811,327.0,8.286124877318365,0.0,580,740,820,870,1000,1100,1200,1300,3500,4600,4600
PUT,02_Admin_Update_Order,812,0,67,71.41515381770014,23.847700000260375,282.4118000007729,485.9125615763547,1.2647243233801715,0.0,67,80,88,95,110,130,140,190,280,280,280
GET,02_Select_Contact,5314,0,59,62.77937770041936,16.983899999104324,417.04070000014326,459.0,8.27677962369733,0.0,59,70,80,83,98,110,130,150,270,420,420
GET,03_Admin_Route,810,0,59,62.91941222222962,19.225699999878998,407.36740000102145,1793.0,1.2616092388398263,0.0,59,69,79,82,97,110,130,140,410,410,410
GET,03_Visit_Booking_Page,5303,0,52,56.6310300773051,14.247500001147273,351.5869000002567,37992.0,8.25964665872543,0.0,52,65,72,80,94,110,120,130,240,350,350
POST,04_Admin_Update_Route,806,0,66,70.74234851116077,23.073300000760355,276.45080000002054,235.0,1.2553790697591358,0.0,66,80,88,95,110,120,140,160,280,280,280
POST,04_Confirm_Booking,5232,2,1200.0,3821.0448843271975,253.8789000009274,60093.44219999912,46.05466360856269,8.149061157543175,0.00311508454034525,1200,2400,4100,5500,11000,17000,25000,31000,56000,60000,60000
GET,05_Admin_Route,804,0,130.0,142.17322636813745,75.85389999985637,1148.8178999989032,5482.047263681592,1.2522639852187905,0.0,130,140,160,160,190,250,350,380,1100,1100,1100
POST,05_Fetch_Unpaid_Orders,5223,0,80,83.15516165038069,28.616499999770895,343.6723999984679,8200.424660156998,8.13504327711162,0.0,80,93,98,100,120,130,160,180,280,340,340
PUT,06_Admin_Update_Travel,801,0,68,73.02512596754114,22.889899999427143,303.5579000006692,272.0,1.2475913584082727,0.0,68,81,91,96,110,130,140,190,300,300,300
POST,06_Pay_Order,5213,1,120.0,126.12499963549703,43.46320000149717,1200.1517999997304,60.105313638979474,8.119467854409894,0.001557542270172625,120,130,140,150,180,200,250,300,790,1200,1200
GET,07_Admin_Get_User,801,0,66,71.32128838948097,23.90890000060608,305.20590000014636,25447.30836454432,1.2475913584082727,0.0,66,80,87,95,110,130,140,170,310,310,310
GET,07_Collect_Ticket,5202,1,71,76.81366286043993,22.849099999803002,703.2994000001054,40.01999231064975,8.102334889437996,0.001557542270172625,71,83,95,98,110,130,160,180,450,700,700
POST,0AA_LoginAdmin,135,0,220.0,227.6851377778156,134.97760000063863,721.1571000007098,341.0,0.21026820647330438,0.0,220,240,250,250,290,350,430,720,720,720,720
POST,0A_Login,135,0,200.0,229.7995214815644,112.04920000091079,855.2435000001424,370.0,0.21026820647330438,0.0,200,220,240,250,310,420,850,850,860,860,860
,Aggregated,42858,4,95,606.4747076275058,14.247500001147273,60093.44219999912,29244.595011433106,66.75314661505837,0.0062301690806905,95,130,240,380,850,1700,7100,12000,33000,56000,60000
