Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,220.0,243.6441577777495,140.14750000023923,1003.970699999627,239.0,0.21341853726347418,0.0,220,250,270,280,320,360,400,990,1000,1000,1000
GET,01_Admin_Order,797,0,190.0,222.34862860729353,50.99729999983538,1133.9629000003697,1192124.1932245921,1.2599598088813992,0.0,190,210,240,260,460,580,680,710,1100,1100,1100
POST,01_Query_Routes,5307,0,560.0,599.39290048992,149.43180000045686,4768.54800000001,327.0,8.38971983153524,0.0,560,710,800,860,1000,1100,1300,1400,2800,4800,4800
PUT,02_Admin_Update_Order,794,0,67,73.02738337532601,24.686300000212213,561.7141000002448,485.9005037783375,1.2552171747199887,0.0,67,80,92,95,110,120,140,160,560,560,560
GET,02_Select_Contact,5298,0,62,64.67925462439257,17.932700000528712,332.78580000023794,459.0,8.375491929051009,0.0,62,73,81,86,100,110,140,150,200,330,330
GET,03_Admin_Route,793,0,62,65.37390163936489,21.25770000020566,399.53890000015235,1793.0,1.2536362966661854,0.0,62,71,80,87,100,110,130,140,400,400,400
GET,03_Visit_Booking_Page,5289,0,55,59.02254647381169,15.043299999888404,218.1895000003351,37992.0,8.361264026566777,0.0,55,66,79,81,96,110,130,140,180,220,220
POST,04_Admin_Update_Route,792,0,68,71.74461262627344,23.735499999929743,220.34199999961857,235.0,1.2520554186123818,0.0,68,80,89,95,110,120,140,160,220,220,220
POST,04_Confirm_Booking,5202,5,1200.0,3599.4766677431735,254.2113999998037,60067.653600000085,46.13744713571703,8.22372763588587,0.007904390269017562,1200,2100,3600,4900,9900,16000,25000,31000,49000,60000,60000
GET,05_Admin_Route,789,0,130.0,145.69557870722707,78.01139999992301,1283.433600000535,5482.024081115336,1.2473127844509713,0.0,130,150,160,170,190,250,350,430,1300,1300,1300
POST,05_Fetch_Unpaid_Orders,5194,0,80,85.72667581825014,27.61350000037055,405.7863999996698,8155.025798998845,8.211080611455444,0.0,80,95,100,110,130,140,160,170,250,410,410
PUT,06_Admin_Update_Travel,786,0,67,72.00838129769409,22.711900000103924,389.1782000000603,272.0,1.2425701502895607,0.0,67,80,88,95,110,130,140,160,390,390,390
POST,06_Pay_Order,5188,5,120.0,123.08297141480486,47.3653999997623,1100.7861999996749,60.529105628373166,8.201595343132622,0.007904390269017562,120,130,140,150,170,190,220,270,830,1100,1100
GET,07_Admin_Get_User,784,0,66,70.09426020409147,22.91620000050898,174.83070000071166,25431.29591836735,1.2394083941819536,0.0,66,80,87,94,100,110,130,140,170,170,170
GET,07_Collect_Ticket,5182,5,74,77.90792946738917,22.72649999940768,677.7057999997851,40.100347356233115,8.1921100748098,0.007904390269017562,74,85,95,99,110,130,150,170,460,680,680
POST,0AA_LoginAdmin,135,0,210.0,215.02247185187485,134.30199999947945,618.2902000000468,341.0,0.21341853726347418,0.0,210,220,230,260,280,340,350,620,620,620,620
POST,0A_Login,135,0,190.0,202.5630170370547,121.2201999996978,428.709699999672,370.0,0.21341853726347418,0.0,190,210,220,240,290,340,390,420,430,430,430
,Aggregated,42600,15,95,579.987453671363,15.043299999888404,60067.653600000085,28754.65131455399,67.34540509202962,0.023713170807052684,95,130,230,370,850,1600,6200,12000,33000,60000,60000
