Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,3797,0,360.0,386.1680722675781,67.05729999976029,1138.0794999995487,2732.3565973136688,5.748914766001258,0.0,360,430,470,500,580,650,760,830,1100,1100,1100
GET,/api/v1/auth/customer/cart,3803,0,330.0,357.32681693399496,41.86810000010155,1247.1857999998974,1430.761767026032,5.757999171741581,0.0,330,400,440,470,550,630,730,820,1100,1200,1200
GET,/api/v1/auth/customer/profile,3816,0,310.0,335.1411871069253,24.70919999996113,1237.5783000006777,946.8770964360587,5.777682050845615,0.0,310,380,420,450,530,610,700,760,990,1200,1200
GET,/api/v1/auth/orders,3816,0,330.0,350.09473561320425,19.812699999420147,1269.236600000113,78.0,5.777682050845615,0.0,330,390,430,470,550,620,730,780,1100,1300,1300
POST,/api/v1/cart [Create],9411,1,330.0,352.4477270428212,39.03309999986959,2340.913300000466,1430.741579003294,14.248890403697086,0.0015140676233872156,330,400,440,470,550,630,730,800,1000,2300,2300
POST,/api/v1/cart/{code}/checkout,5583,0,360.0,383.827777341931,60.010700000020734,1267.445299999963,2692.335482715386,8.453039541370826,0.0,360,430,470,500,580,660,760,850,1200,1300,1300
POST,/api/v1/cart/{code}/shipping,5592,0,320.0,345.19702775393824,26.151900000513706,1180.1672000001417,270.0,8.46666614998131,0.0,320,390,430,470,550,630,720,790,1000,1200,1200
GET,/api/v1/cart/{code}/total,5591,0,320.0,346.79722216061907,23.109100000510807,1163.5992999999871,372.0,8.465152082357923,0.0,320,390,440,470,550,630,720,790,1000,1200,1200
GET,/api/v1/category,177551,0,310.0,334.8953630523067,15.007199999672594,2713.6601000001974,80.0,268.8242206000235,0.0,310,380,420,460,540,620,710,780,1000,1300,2700
GET,/api/v1/config,178233,0,310.0,337.8758801220869,15.066400000250724,2519.094799999948,287.0,269.8568147191736,0.0,310,380,430,460,540,620,720,790,1000,1200,2500
GET,/api/v1/content/boxes,177830,0,310.0,332.42207930664046,15.97810000021127,2884.2047999996794,75.0,269.24664546694856,0.0,310,370,420,450,540,610,710,790,1000,1300,2900
POST,/api/v1/customer/login,3817,0,560.0,586.702734529732,139.1680999995515,1553.316900000027,247.8771286350537,5.779196118469002,0.0,560,650,710,750,870,980,1100,1200,1300,1600,1600
POST,/api/v1/customer/register,3819,0,810.0,829.7902737365879,355.18599999977596,1816.3886000002094,247.87719298245614,5.782224253715777,0.0,810,890,950,990,1100,1200,1300,1400,1700,1800,1800
GET,/api/v1/store/languages,178126,0,300.0,327.3879785314876,12.573999999403895,1658.482499999991,34.0,269.6948094834712,0.0,300,370,410,450,530,610,700,770,1000,1200,1700
GET,/api/v2/product/friendly/t-shirt?lang=en,5622,0,320.0,343.15850355745215,22.62559999962832,1145.5178000005617,1541.7491995731057,8.512088178682927,0.0,320,390,430,460,540,630,740,800,1000,1100,1100
GET,/api/v2/product/name/t-shirt?lang=en,177282,0,320.0,342.3227547207282,17.26139999937004,2673.8061000005473,1541.7573865367042,268.4169364093324,0.0,320,390,430,460,550,620,720,790,1000,1300,2700
POST,/api/v2/product/{id}/variation,5611,0,320.0,339.64022828371657,24.359699999877193,1332.5037999993583,118.0,8.495433434825667,0.0,320,380,430,460,550,630,730,800,1100,1300,1300
,Aggregated,949300,1,310.0,339.0000396315175,12.573999999403895,2884.2047999996794,443.60213420415045,1437.3043948814839,0.0015140676233872156,310,380,430,460,550,630,730,810,1100,1400,2900
