Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,4083,0,360.0,384.61826894439605,67.17730000127631,1084.060999999565,2732.4900808229245,5.669578270084409,0.0,360,430,470,490,580,650,750,810,1000,1100,1100
GET,/api/v1/auth/customer/cart,4095,0,340.0,358.0352482784033,45.45929999949294,1122.668899999553,1430.805860805861,5.6862412481008215,0.0,340,400,440,480,560,630,730,780,1000,1100,1100
GET,/api/v1/auth/customer/profile,4111,0,320.0,336.2965224276336,22.568399999727262,1011.890100000528,946.9012405740696,5.708458552122705,0.0,320,380,420,450,530,600,690,760,930,1000,1000
GET,/api/v1/auth/orders,4108,0,340.0,355.10722882182637,24.05900000121619,1317.5277000009373,78.0,5.704292807618602,0.0,340,400,440,470,560,630,720,790,1000,1300,1300
POST,/api/v1/cart [Create],10218,3,330.0,349.01558900958224,33.40570000000298,1254.9861000006786,1430.5226071638285,14.188525780975384,0.004165744504103166,330,390,430,460,540,620,710,780,1100,1200,1300
POST,/api/v1/cart/{code}/checkout,6093,0,360.0,380.6941217298756,67.8674000009778,1267.2607999993488,2692.521253897916,8.46062708783353,0.0,360,420,470,500,580,650,750,810,1100,1300,1300
POST,/api/v1/cart/{code}/shipping,6106,0,320.0,339.25402658041077,32.049999999799184,989.2853000001196,270.0,8.47867864735131,0.0,320,380,430,450,530,610,700,750,910,990,990
GET,/api/v1/cart/{code}/total,6102,0,320.0,340.4413937561479,28.367200000502635,1115.9012999996776,372.0,8.47312432134584,0.0,320,380,420,450,530,610,700,760,980,1100,1100
GET,/api/v1/category,195840,0,310.0,333.1624830851737,14.33050000014191,1464.5620999999664,80.0,271.9398012278547,0.0,310,380,420,450,530,610,700,770,980,1200,1500
GET,/api/v1/config,196432,0,310.0,336.72495438625145,14.537000000927947,1502.5605999999243,287.0,272.76184147666436,0.0,310,380,430,450,540,620,710,770,980,1200,1500
GET,/api/v1/content/boxes,196073,0,310.0,329.94698174098096,12.854200000219862,1468.5664000007819,75.0,272.2633407176734,0.0,310,370,420,450,530,610,700,770,980,1200,1500
POST,/api/v1/customer/login,4112,0,560.0,582.4281792072117,133.73929999943357,1601.3433000007353,247.90150778210116,5.709847133624073,0.0,560,650,710,750,850,960,1100,1100,1400,1600,1600
POST,/api/v1/customer/register,4114,0,810.0,830.6461703208477,377.63710000035644,1733.6964000005537,247.90204180845893,5.712624296626808,0.0,810,900,960,1000,1100,1200,1300,1400,1600,1700,1700
GET,/api/v1/store/languages,196332,0,300.0,325.96805952672014,12.096000000383356,1371.2037999994209,34.0,272.6229833265276,0.0,300,370,410,440,530,600,690,760,980,1200,1400
GET,/api/v2/product/friendly/t-shirt?lang=en,6143,0,320.0,339.5830274295912,18.856300001061754,1130.057599999418,1541.7760052091812,8.530056162901916,0.0,320,380,430,460,530,610,690,770,950,1100,1100
GET,/api/v2/product/name/t-shirt?lang=en,195624,0,320.0,339.997930398109,17.564300000231015,1666.9057999988581,1541.7820359465097,271.63986762355927,0.0,320,380,430,460,540,620,710,780,1000,1200,1700
POST,/api/v2/product/{id}/variation,6133,0,320.0,338.24086986791775,22.38260000012815,1136.116800000309,118.0,8.51617034788824,0.0,320,380,430,460,540,610,690,770,1000,1100,1100
,Aggregated,1045719,3,310.0,337.068309712456,12.096000000383356,1733.6964000005537,443.1762242055466,1452.066059028753,0.004165744504103166,310,380,420,450,540,620,720,800,1100,1300,1700
