Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,3655,0,360.0,379.16080722297943,70.80849999988459,1221.9614999999067,2732.2861833105335,5.742034290737482,0.0,360,420,460,490,570,650,750,820,1100,1200,1200
GET,/api/v1/auth/customer/cart,3666,0,330.0,353.84034342608044,47.08499999992455,1041.098300000158,1430.7564102564102,5.759315378890181,0.0,330,390,440,470,550,630,720,800,990,1000,1000
GET,/api/v1/auth/customer/profile,3675,0,310.0,331.8726434013628,24.78700000006029,1194.7785000002114,946.8753741496598,5.773454451015116,0.0,310,370,420,450,530,600,700,760,970,1200,1200
GET,/api/v1/auth/orders,3674,0,320.0,342.7730890310233,26.820300000053976,1082.9516000003423,78.0,5.771883443001235,0.0,320,380,430,460,550,620,710,790,1000,1100,1100
POST,/api/v1/cart [Create],9085,1,320.0,345.6355635663209,39.91659999996955,1308.819300000323,1430.7318657127132,14.27260780611492,0.0015710080138816643,320,390,430,460,540,620,710,780,990,1300,1300
POST,/api/v1/cart/{code}/checkout,5392,0,350.0,372.1077202151351,63.50580000002992,1362.0189000002938,2692.2818991097924,8.470875210849934,0.0,350,410,460,490,570,650,760,820,1000,1400,1400
POST,/api/v1/cart/{code}/shipping,5408,0,310.0,339.1211526997013,28.189200000042547,1098.0213999996522,270.0,8.49601133907204,0.0,310,380,430,460,540,620,700,780,980,1100,1100
GET,/api/v1/cart/{code}/total,5405,0,310.0,338.5688469195188,28.253899999981513,1215.967399999954,372.0,8.491298315030395,0.0,310,380,430,460,530,620,720,770,990,1200,1200
GET,/api/v1/category,171344,0,300.0,328.23929338231846,16.633599999977378,1539.4311000000016,80.0,269.1827971305399,0.0,300,370,420,450,530,610,700,770,990,1200,1500
GET,/api/v1/config,171898,0,310.0,332.21099442169185,17.109200000049896,1533.0714000001535,287.0,270.0531355702303,0.0,310,380,420,450,540,620,710,780,1000,1200,1500
GET,/api/v1/content/boxes,171594,0,300.0,324.7565741657636,14.21610000011242,1438.7745999997605,75.0,269.5755491340103,0.0,300,370,410,440,530,600,700,770,970,1200,1400
POST,/api/v1/customer/login,3677,0,560.0,580.2449426978498,126.70930000012959,1559.6513999998933,247.87544193636117,5.7765964670428795,0.0,560,650,720,750,860,960,1100,1200,1400,1600,1600
POST,/api/v1/customer/register,3680,0,800.0,822.2239679347873,355.2571000000171,1844.7007999998277,247.87554347826088,5.781309491084524,0.0,800,890,940,980,1100,1200,1300,1400,1700,1800,1800
GET,/api/v1/store/languages,171817,0,300.0,321.46766098465247,13.870600000018385,1456.2352000002647,34.0,269.9258839211059,0.0,300,360,410,440,520,600,700,760,980,1200,1500
GET,/api/v2/product/friendly/t-shirt?lang=en,5430,0,310.0,334.3794761878488,22.973999999976513,1047.379799999817,1541.739226519337,8.530573515377437,0.0,310,380,420,450,540,610,710,760,970,1000,1000
GET,/api/v2/product/name/t-shirt?lang=en,171078,0,310.0,334.81538948549843,17.92210000007799,1484.2753999996603,1541.7447480096798,268.7649089988474,0.0,310,380,420,450,540,610,710,780,1000,1200,1500
POST,/api/v2/product/{id}/variation,5424,0,310.0,328.9101688606185,21.17879999991601,979.1030999999748,118.0,8.521147467294147,0.0,310,370,420,450,530,610,690,750,930,980,980
,Aggregated,915902,1,310.0,332.261679247671,13.870600000018385,1844.7007999998277,443.6405630733419,1438.889381930244,0.0015710080138816643,310,370,420,450,540,620,720,800,1100,1400,1800
