Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,4108,0,370.0,395.8776055744737,73.8909000010608,1344.890000000305,2732.5282375852,5.703322801773466,0.0,370,440,480,510,590,680,780,850,1100,1300,1300
GET,/api/v1/auth/customer/cart,4116,0,340.0,365.4524578717378,43.9845000000787,1198.796600001515,1430.8143828960156,5.714429564775947,0.0,340,400,450,480,560,650,730,800,1000,1200,1200
GET,/api/v1/auth/customer/profile,4137,0,320.0,341.90351658206214,21.00140000038664,1554.116299999805,946.9079042784626,5.743584817657457,0.0,320,380,420,450,530,610,700,770,1000,1600,1600
GET,/api/v1/auth/orders,4134,0,340.0,358.72919562166567,26.991200000338722,1088.571000000229,78.0,5.739419781531526,0.0,340,400,450,480,570,640,730,820,990,1100,1100
POST,/api/v1/cart [Create],10169,0,330.0,357.90348389223954,40.14160000042466,1275.382300000274,1430.9078572130986,14.118084121527357,0.0,330,400,450,470,560,630,730,780,1000,1200,1300
POST,/api/v1/cart/{code}/checkout,6031,0,370.0,387.71095562924813,66.97309999981371,1258.71030000053,2692.4735533079092,8.37311095849459,0.0,370,430,470,500,580,660,760,830,1000,1300,1300
POST,/api/v1/cart/{code}/shipping,6039,0,330.0,351.2884745653276,29.079100000672042,1158.059699999285,270.0,8.38421772149707,0.0,330,390,440,470,560,630,730,790,1000,1200,1200
GET,/api/v1/cart/{code}/total,6039,0,320.0,348.3745948832724,29.86130000135745,1146.4413999983663,372.0,8.38421772149707,0.0,320,390,430,470,550,630,730,800,980,1100,1100
GET,/api/v1/category,193138,0,320.0,340.36325835050434,18.692100000407663,1639.0991000007489,80.0,268.14224909662215,0.0,320,380,430,460,540,620,720,790,1000,1200,1600
GET,/api/v1/config,193713,0,320.0,343.7538878562634,19.753700000364915,1540.709999999308,287.0,268.9405476874254,0.0,320,390,430,460,550,620,720,790,1000,1200,1500
GET,/api/v1/content/boxes,193336,0,310.0,336.9057269691089,18.368199998803902,1483.831100000316,75.0,268.41714148093354,0.0,310,380,420,460,540,620,710,780,990,1200,1500
POST,/api/v1/customer/login,4139,0,580.0,593.7373434887625,140.7534999998461,1523.4659000016109,247.908431988403,5.746361508408077,0.0,580,660,720,760,870,980,1100,1200,1400,1500,1500
POST,/api/v1/customer/register,4141,0,820.0,838.1873359574977,360.8596000012767,2131.6091000007873,247.90895918860178,5.749138199158697,0.0,820,900,970,1000,1100,1200,1300,1400,1700,2100,2100
GET,/api/v1/store/languages,193606,0,310.0,332.5489801101215,17.03820000147971,1462.0756999993318,34.0,268.79199473226726,0.0,310,370,420,450,530,610,710,770,980,1200,1500
GET,/api/v2/product/friendly/t-shirt?lang=en,6061,0,330.0,346.2218183302985,22.536099999342696,1155.704800001331,1541.7650552714074,8.41476131975389,0.0,330,390,440,460,550,610,710,760,930,1200,1200
GET,/api/v2/product/name/t-shirt?lang=en,192884,0,320.0,346.5044159121546,20.96499999970547,1462.3884000011458,1541.7793336927894,267.7896093712934,0.0,320,390,440,470,550,630,720,790,990,1200,1500
POST,/api/v2/product/{id}/variation,6047,0,320.0,339.7252284934688,24.548800000047777,1160.4473999996117,118.0,8.39532448449955,0.0,320,380,430,460,540,610,700,800,1000,1200,1200
,Aggregated,1031838,0,320.0,344.0399346234586,17.03820000147971,2131.6091000007873,443.52449124765707,1432.5475153691164,0.0,320,390,430,460,550,630,730,810,1100,1300,2100
