Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,4038,0,360.0,382.20802112430533,74.57119999889983,1143.0354999993142,2732.5,5.60767997774553,0.0,360,420,460,490,570,640,740,820,1000,1100,1100
GET,/api/v1/auth/customer/cart,4043,0,330.0,356.90051328222336,47.34930000086024,1075.8333000012499,1430.7937175364827,5.614623613181074,0.0,330,400,440,460,550,620,720,790,940,1100,1100
GET,/api/v1/auth/customer/profile,4053,0,310.0,334.2047307179885,27.875599998878897,1027.6479000003746,946.8951394029115,5.6285108840521625,0.0,310,370,410,440,530,610,690,760,930,1000,1000
GET,/api/v1/auth/orders,4051,0,330.0,349.3055805726909,27.089400000477326,1148.5618999995495,78.0,5.625733429877945,0.0,330,390,430,460,540,620,710,780,960,1100,1100
POST,/api/v1/cart [Create],10105,0,320.0,348.3496616526355,35.03640000053565,1216.8889999993553,1430.9009401286492,14.033087215234913,0.0,320,390,430,460,550,620,720,790,970,1100,1200
POST,/api/v1/cart/{code}/checkout,6040,0,350.0,379.20979533112023,65.64109999999346,1182.3275000006106,2692.4612582781456,8.387911606137445,0.0,360,420,470,490,570,650,750,820,1000,1200,1200
POST,/api/v1/cart/{code}/shipping,6051,0,320.0,339.4765979176835,33.14929999942251,1253.4414999990986,270.0,8.403187604095642,0.0,320,380,420,450,530,610,710,780,1000,1300,1300
GET,/api/v1/cart/{code}/total,6048,0,310.0,339.62492959655276,29.294100000697654,1291.2718999996287,372.0,8.399021422834315,0.0,310,380,420,450,530,610,710,780,960,1300,1300
GET,/api/v1/category,196347,0,310.0,331.01425385057985,16.332400000464986,1489.8274000006495,80.0,272.6723973725611,0.0,310,370,420,450,530,600,700,770,980,1200,1500
GET,/api/v1/config,196887,0,310.0,334.4846354518059,16.843999999764492,1368.8005999993038,287.0,273.4223099995998,0.0,310,380,420,450,540,610,700,770,980,1200,1400
GET,/api/v1/content/boxes,196570,0,300.0,328.25364758813697,15.240600001561688,1511.2417000000278,75.0,272.9820835129863,0.0,300,370,410,440,530,600,700,760,980,1200,1500
POST,/api/v1/customer/login,4055,0,560.0,582.1204943526369,136.63540000015928,1752.9864000007365,247.8956843403206,5.63128833822638,0.0,560,650,700,740,860,960,1100,1100,1400,1800,1800
POST,/api/v1/customer/register,4061,0,810.0,828.41178564391,350.24929999963206,1888.2800999999745,247.89731593203643,5.639620700749033,0.0,810,890,950,980,1100,1200,1300,1400,1700,1900,1900
GET,/api/v1/store/languages,196793,0,300.0,323.51937801649717,10.336500001358218,1443.0955000007089,34.0,273.2917696534116,0.0,300,360,410,440,520,600,690,760,980,1100,1400
GET,/api/v2/product/friendly/t-shirt?lang=en,6076,0,320.0,340.2657338545127,23.39609999944514,1209.065400000327,1541.7677748518763,8.437905781273363,0.0,320,380,430,460,540,620,710,760,950,1200,1200
GET,/api/v2/product/name/t-shirt?lang=en,196050,0,320.0,338.2684048105068,20.45399999951769,1389.1738000002078,1541.7800867125734,272.25994542768973,0.0,320,380,430,460,540,610,710,770,970,1200,1400
POST,/api/v2/product/{id}/variation,6067,0,310.0,333.2556438437498,25.638099999923725,1025.0714999983757,118.0,8.425407237489383,0.0,310,380,420,450,530,610,690,770,940,1000,1000
,Aggregated,1047335,0,310.0,334.98986972907363,10.336500001358218,1888.2800999999745,442.63513202556965,1454.4624837771457,0.0,310,380,420,450,540,620,720,800,1100,1300,1900
