Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,4137,0,360.0,381.9600694948045,74.21390000001793,1370.4146000000037,2732.570461687213,5.745201088929082,0.0,360,420,460,490,580,650,750,810,1000,1400,1400
GET,/api/v1/auth/customer/cart,4142,0,330.0,351.8906740946398,44.39239999999245,1099.4974000000184,1430.8512795750844,5.7521447692396075,0.0,330,390,430,460,540,610,700,760,930,1100,1100
GET,/api/v1/auth/customer/profile,4152,0,310.0,333.4092527938349,25.31829999998081,1093.7629000000015,946.9229287090559,5.766032129860659,0.0,310,370,420,450,530,590,690,780,960,1100,1100
GET,/api/v1/auth/orders,4150,0,330.0,349.93720797590197,27.178100000014638,1400.068899999951,78.0,5.763254657736449,0.0,330,390,440,460,550,620,710,780,1000,1400,1400
POST,/api/v1/cart [Create],10351,1,330.0,351.3314170611533,41.90640000001622,1205.5238999998892,1430.7985701864554,14.374806978850598,0.0013887360621051685,330,390,440,470,550,630,720,790,980,1100,1200
POST,/api/v1/cart/{code}/checkout,6185,0,350.0,376.4091417138244,66.92020000002685,1240.8301999998912,2692.544704931285,8.589332544120467,0.0,350,420,460,490,570,650,740,800,1000,1200,1200
POST,/api/v1/cart/{code}/shipping,6196,0,320.0,338.98941925435787,31.009299999936957,1302.9939000000468,270.0,8.604608640803624,0.0,320,380,420,450,540,610,710,780,1000,1300,1300
GET,/api/v1/cart/{code}/total,6192,0,320.0,343.9881792312652,26.01670000001377,1075.9350000000723,372.0,8.599053696555202,0.0,320,390,430,460,550,620,710,770,950,1100,1100
GET,/api/v1/category,196107,0,310.0,331.1872234576023,18.670199999974102,1468.1782000000112,80.0,272.34086293125824,0.0,310,370,420,450,530,610,700,770,980,1200,1500
GET,/api/v1/config,196643,0,310.0,334.6458038124925,19.56089999998767,1487.60070000003,287.0,273.0852254605466,0.0,310,380,420,450,540,610,710,770,980,1200,1500
GET,/api/v1/content/boxes,196343,0,300.0,327.74840165526655,19.100200000025325,1612.1244999999362,75.0,272.66860464191507,0.0,300,370,410,440,530,600,700,770,980,1200,1600
POST,/api/v1/customer/login,4153,0,560.0,582.9801301950392,134.15020000002187,1676.381499999934,247.9231880568264,5.767420865922764,0.0,560,650,700,750,860,960,1100,1200,1400,1700,1700
POST,/api/v1/customer/register,4156,0,810.0,827.9087504812296,364.3298000000641,1984.6911999998156,247.92396535129933,5.77158707410908,0.0,810,890,950,990,1100,1200,1300,1400,1700,2000,2000
GET,/api/v1/store/languages,196560,0,300.0,323.2994480550467,15.682999999967251,1366.4392999999109,34.0,272.9699603673919,0.0,300,360,410,440,520,600,690,760,980,1200,1400
GET,/api/v2/product/friendly/t-shirt?lang=en,6221,0,310.0,337.2931035524843,25.06790000006731,1373.549500000081,1541.7686867063173,8.639327042356253,0.0,310,380,420,450,540,610,720,790,1000,1400,1400
GET,/api/v2/product/name/t-shirt?lang=en,195806,0,310.0,336.59225741550307,21.857299999965107,1481.9336000000476,1541.7750630726332,271.9228533765646,0.0,310,380,420,460,540,610,710,780,980,1200,1500
POST,/api/v2/product/{id}/variation,6213,0,310.0,336.96828617415053,23.631499999964944,1111.0269000000699,118.0,8.628217153859412,0.0,310,380,430,460,540,620,720,780,1000,1100,1100
,Aggregated,1047707,1,310.0,334.7144140731145,15.682999999967251,1984.6911999998156,443.57213514847183,1454.9884934200197,0.0013887360621051685,310,380,420,450,540,620,720,800,1100,1300,2000
