Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,3424,0,350.0,372.1658016647344,76.51719999921625,1132.3678999979165,2732.1702686915887,5.619558488497753,0.0,350,410,460,490,570,640,750,800,1000,1100,1100
GET,/api/v1/auth/customer/cart,3432,0,320.0,345.9579398018197,51.645200001075864,1121.4939000019513,1430.731351981352,5.632688298050318,0.0,320,390,430,460,540,610,700,760,940,1100,1100
GET,/api/v1/auth/customer/profile,3443,0,310.0,328.78425257044563,28.787600000214297,1167.7077999993344,946.8620389195469,5.650741786185095,0.0,310,370,410,440,530,600,690,780,1000,1200,1200
GET,/api/v1/auth/orders,3440,0,320.0,341.0593891860806,26.83450000040466,1264.8814999993192,78.0,5.645818107602883,0.0,320,390,430,460,540,610,690,770,1000,1300,1300
POST,/api/v1/cart [Create],8856,1,320.0,340.15719506548504,37.67330000118818,1316.5934999997262,1430.7249322493226,14.534699174689282,0.0016412261940706055,320,380,420,450,540,620,710,780,1100,1300,1300
POST,/api/v1/cart/{code}/checkout,5394,0,350.0,371.0027078049633,64.64090000008582,1111.9521000000532,2692.2784575454207,8.852774090816846,0.0,350,410,460,490,570,650,740,800,1000,1100,1100
POST,/api/v1/cart/{code}/shipping,5407,0,320.0,336.2535939522818,26.148600001761224,1327.6981999988493,270.0,8.874110031339765,0.0,320,380,430,460,540,610,710,790,970,1300,1300
GET,/api/v1/cart/{code}/total,5403,0,320.0,338.11212855818115,27.169999997568084,1172.263500000554,372.0,8.867545126563481,0.0,320,380,430,460,540,610,710,790,1000,1200,1200
GET,/api/v1/category,163083,0,300.0,324.8826148758585,18.960299999889685,1726.460900001257,80.0,267.65609140761654,0.0,300,370,410,440,530,610,700,770,1000,1300,1700
GET,/api/v1/config,163632,0,310.0,330.5674868350907,17.0427999983076,1560.7374000028358,287.0,268.55712458816134,0.0,310,370,420,450,540,610,710,780,1000,1200,1600
GET,/api/v1/content/boxes,163314,0,300.0,322.21052568855754,17.93800000086776,1907.1589999985008,75.0,268.0352146584469,0.0,300,360,410,440,530,600,700,770,990,1200,1900
POST,/api/v1/customer/login,3445,0,550.0,574.1967030188496,130.71599999966566,1567.9267999985314,247.8621190130624,5.6540242385732356,0.0,550,640,710,750,860,950,1100,1100,1400,1600,1600
POST,/api/v1/customer/register,3449,0,790.0,813.5374442737191,372.43220000164,1626.694000002317,247.8622789214265,5.660589143349519,0.0,790,880,950,980,1100,1200,1300,1400,1600,1600,1600
GET,/api/v1/store/languages,163547,0,300.0,319.49297532757765,16.17370000167284,1721.6436999988218,34.0,268.41762036166534,0.0,300,360,410,440,520,600,700,770,990,1200,1700
GET,/api/v2/product/friendly/t-shirt?lang=en,5428,0,310.0,330.6299058953379,24.612500001239823,1229.7039999975823,1541.7396831245394,8.908575781415246,0.0,310,370,420,450,540,620,720,780,1000,1200,1200
GET,/api/v2/product/name/t-shirt?lang=en,162795,0,310.0,332.34645383764166,22.440099997766083,1529.2363000007754,1541.7391136091403,267.1834182637242,0.0,310,380,420,450,540,610,710,780,1000,1200,1500
POST,/api/v2/product/{id}/variation,5422,0,300.0,328.0592945961056,24.278700002469122,1152.2670999984257,118.0,8.898728424250823,0.0,300,370,420,450,530,620,710,770,1000,1200,1200
,Aggregated,872914,1,310.0,329.7404204230867,16.17370000167284,1907.1589999985008,444.4638933503186,1432.6493219709484,0.0016412261940706055,310,370,420,450,540,620,720,800,1100,1400,1900
