Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,4132,0,360.0,384.9780952565083,63.98360000093817,1118.3971999998903,2732.534123910939,5.7374526006259385,0.0,360,420,460,490,580,650,760,830,990,1100,1100
GET,/api/v1/auth/customer/cart,4135,0,340.0,357.88093792023164,51.25259999840637,1129.8688999995647,1430.8251511487304,5.741618224488929,0.0,340,400,440,470,550,620,720,780,970,1100,1100
GET,/api/v1/auth/customer/profile,4155,0,310.0,339.54622753308405,23.074199998518452,1116.268999998283,946.913357400722,5.769389050242201,0.0,310,380,430,450,540,610,710,780,950,1100,1100
GET,/api/v1/auth/orders,4153,0,330.0,352.45656939558876,30.532799999491544,1234.4482999978936,78.0,5.766611967666874,0.0,330,390,440,470,550,640,720,810,970,1200,1200
POST,/api/v1/cart [Create],10290,0,320.0,349.86864664720525,42.72290000153589,1220.4302999998617,1430.9206997084548,14.288089850058302,0.0,320,390,430,470,550,630,720,780,990,1100,1200
POST,/api/v1/cart/{code}/checkout,6134,0,360.0,379.0245664819256,59.04190000001108,1243.9011000024038,2692.54646234105,8.517312258528438,0.0,360,420,470,490,580,650,750,820,1000,1200,1200
POST,/api/v1/cart/{code}/shipping,6139,0,320.0,343.46610553836774,28.61029999985476,1259.7050000003946,270.0,8.524254964966756,0.0,320,390,430,460,550,620,710,760,970,1300,1300
GET,/api/v1/cart/{code}/total,6138,0,320.0,344.40940674481783,29.638399999385,1358.333500000299,372.0,8.522866423679092,0.0,320,380,430,460,550,620,710,790,960,1400,1400
GET,/api/v1/category,195321,0,310.0,333.66257684683023,18.423100002110004,1600.304399999004,80.0,271.21127284773934,0.0,310,380,420,450,530,610,710,780,1000,1200,1600
GET,/api/v1/config,195896,0,310.0,337.23121932556114,17.457899997680215,1509.8340999975335,287.0,272.0096840881459,0.0,310,380,430,460,540,610,710,780,990,1200,1500
GET,/api/v1/content/boxes,195583,0,310.0,330.6586394599744,17.276099999435246,1439.525699999649,75.0,271.5750706651072,0.0,310,370,420,450,530,610,700,770,990,1200,1400
POST,/api/v1/customer/login,4158,0,570.0,593.6560750120329,148.93409999785945,1535.0179999986722,247.91414141414143,5.773554674105191,0.0,570,660,720,760,870,970,1100,1200,1500,1500,1500
POST,/api/v1/customer/register,4160,0,820.0,831.1114171634526,343.0234000006749,1908.8778999976057,247.91466346153845,5.776331756680519,0.0,820,900,960,1000,1100,1200,1300,1400,1600,1900,1900
GET,/api/v1/store/languages,195772,0,300.0,326.00461030484774,16.347599997970974,1608.6111000004166,34.0,271.83750496847557,0.0,300,370,410,440,530,600,700,770,1000,1200,1600
GET,/api/v2/product/friendly/t-shirt?lang=en,6164,0,320.0,341.0986508922878,22.86179999646265,1223.4176999991178,1541.7829331602854,8.558968497158345,0.0,320,380,430,460,550,620,720,780,950,1200,1200
GET,/api/v2/product/name/t-shirt?lang=en,195082,0,320.0,340.28478942649315,20.8585000000312,1494.7102999976778,1541.786679447617,270.8794114799877,0.0,320,380,430,460,540,620,710,780,1000,1200,1500
POST,/api/v2/product/{id}/variation,6151,0,320.0,338.51942089090477,23.997100000997307,1055.3480999988096,118.0,8.540917460418719,0.0,320,380,430,460,540,620,700,770,950,1100,1100
,Aggregated,1043563,0,310.0,337.6069566024275,16.347599997970974,1908.8778999976057,443.5629914054063,1449.030311778075,0.0,310,380,420,460,540,620,730,800,1100,1300,1900
