Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/auth/cart/{code}/checkout,3615,0,340.0,366.95295665283834,74.54609999967943,1190.5442999996012,2732.278008298755,5.617629743387248,0.0,340,400,450,480,560,640,740,830,1100,1200,1200
GET,/api/v1/auth/customer/cart,3624,0,320.0,343.44362726269753,48.784600000089995,1213.3019000002605,1430.7488962472405,5.631615543578254,0.0,320,380,420,450,540,610,710,800,1100,1200,1200
GET,/api/v1/auth/customer/profile,3644,0,300.0,326.90292856750864,28.085399999781657,1223.8312999998016,946.8718441273326,5.662695099558266,0.0,300,360,410,440,520,600,710,770,980,1200,1200
GET,/api/v1/auth/orders,3639,0,310.0,335.23399837867527,25.236299999960465,1189.051599999857,78.0,5.654925210563263,0.0,310,370,420,450,540,620,710,780,970,1200,1200
POST,/api/v1/cart [Create],9094,0,310.0,338.73979792170644,42.57000000006883,1139.1219999995883,1430.878271387728,14.131874104111656,0.0,310,380,430,460,540,620,730,810,1000,1100,1100
POST,/api/v1/cart/{code}/checkout,5439,0,340.0,364.3257608567754,62.36110000008921,1216.5166999998291,2692.2881044309615,8.452085248764382,0.0,340,400,450,480,560,640,760,850,1100,1200,1200
POST,/api/v1/cart/{code}/shipping,5453,0,310.0,328.42718897854235,32.91350000017701,1230.6757000001198,270.0,8.47384093795039,0.0,310,370,410,450,520,590,700,760,1000,1200,1200
GET,/api/v1/cart/{code}/total,5447,0,310.0,333.4176445382815,30.04319999990912,2126.918299999943,372.0,8.464517071156388,0.0,310,380,420,450,540,620,720,800,1100,2100,2100
GET,/api/v1/category,173322,0,290.0,318.72796127612224,18.620800000007875,2100.055599999905,80.0,269.3385400783858,0.0,290,360,410,440,520,600,700,780,1000,1200,2100
GET,/api/v1/config,173860,0,300.0,324.3255840181752,19.072900000082882,1908.7005999999747,287.0,270.1745801342481,0.0,300,370,410,440,530,610,710,780,1000,1200,1900
GET,/api/v1/content/boxes,173547,0,290.0,316.20220923438677,19.179100000201288,2025.3508999999212,75.0,269.68818508316093,0.0,290,360,400,430,520,600,700,770,1000,1200,2000
POST,/api/v1/customer/login,3648,0,550.0,576.0842125548247,143.52139999982683,1559.2124999998305,247.8719846491228,5.668911010754268,0.0,550,640,710,740,860,950,1100,1200,1400,1600,1600
POST,/api/v1/customer/register,3652,0,790.0,816.1105062157742,366.9105000003583,2031.5353999999388,247.87212486308871,5.675126921950271,0.0,790,880,950,1000,1100,1200,1300,1400,1700,2000,2000
GET,/api/v1/store/languages,173758,0,290.0,313.7437893645189,16.89070000020365,2397.7359999998953,34.0,270.01607439875005,0.0,290,350,400,430,520,600,690,760,990,1200,2400
GET,/api/v2/product/friendly/t-shirt?lang=en,5475,0,300.0,330.4084211689518,22.992300000169053,1126.8721000001278,1541.7450228310502,8.508028449528405,0.0,300,380,420,450,540,620,710,770,990,1100,1100
GET,/api/v2/product/name/t-shirt?lang=en,173056,0,300.0,325.60911344882606,21.600300000045536,2263.0761999998867,1541.7507743158285,268.92518198385164,0.0,300,370,410,440,530,610,700,780,1100,1300,2300
POST,/api/v2/product/{id}/variation,5468,0,290.0,321.92336389905194,23.59519999981785,1576.6208000000006,118.0,8.4971506049354,0.0,290,360,410,440,530,600,710,780,1100,1600,1600
,Aggregated,925741,0,300.0,323.7110042820833,16.89070000020365,2397.7359999998953,443.2591415957595,1438.5809616246347,0.0,300,360,410,440,530,610,720,800,1100,1400,2400
