Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,220.0,249.67056148145477,142.6208000011684,904.8953000019537,239.0,0.2250116764405766,0.0,220,250,260,270,310,450,650,900,900,900,900
GET,01_Admin_Order,757,0,170.0,177.75923751648492,52.21230000097421,888.8536999984353,1134860.6010568033,1.261732141226048,0.0,170,190,200,210,250,370,460,530,890,890,890
POST,01_Query_Routes,5075,0,580.0,600.7083133202298,169.33889999927487,4417.210300001898,327.0,8.458772281006862,0.0,580,720,810,860,990,1100,1200,1300,2500,4400,4400
PUT,02_Admin_Update_Order,756,0,69,73.23073425930238,24.825500000588363,351.07399999833433,485.90608465608466,1.260065388067229,0.0,69,81,92,96,110,120,140,160,350,350,350
GET,02_Select_Contact,5063,0,62,65.43617831326524,19.10459999999148,380.612500001007,459.0,8.438771243101032,0.0,62,74,82,87,100,120,130,150,200,380,380
GET,03_Admin_Route,754,0,64,67.86017294422074,21.92079999804264,409.7010000004957,1793.0,1.2567318817495907,0.0,64,76,82,88,100,120,140,160,410,410,410
GET,03_Visit_Booking_Page,5053,0,56,59.19903528598561,16.699799998605158,223.16979999959585,37992.0,8.422103711512841,0.0,56,67,76,81,95,110,120,130,160,220,220
POST,04_Admin_Update_Route,752,0,68,71.65354920206038,25.556599997798912,254.96080000084476,235.0,1.2533983754319526,0.0,68,81,88,94,110,120,140,150,250,250,250
POST,04_Confirm_Booking,4975,4,1300.0,3480.899105125638,280.96720000030473,60063.66500000149,46.11497487437186,8.292096965124953,0.006667012635276344,1300,2400,3800,4900,9000,15000,22000,29000,56000,60000,60000
GET,05_Admin_Route,750,0,140.0,152.03434159998628,78.3904000018083,1159.5818999994663,5482.025333333333,1.2500648691143144,0.0,140,150,160,180,210,250,350,430,1200,1200,1200
POST,05_Fetch_Unpaid_Orders,4967,0,82,86.80820487215479,30.215300001145806,513.7843000011344,7809.998993356151,8.2787629398544,0.0,82,96,100,110,120,140,160,180,250,510,510
PUT,06_Admin_Update_Travel,749,0,68,72.29794526033469,26.116799999726936,286.80940000049304,272.0,1.2483981159554953,0.0,68,81,91,96,110,120,140,150,290,290,290
POST,06_Pay_Order,4959,4,120.0,124.19641635408375,49.50210000242805,833.3545999994385,60.44283121597096,8.265428914583847,0.006667012635276344,120,130,140,150,170,200,220,270,610,830,830
GET,07_Admin_Get_User,747,0,65,69.55831124491273,26.254899999912595,183.39900000137277,25399.970548862115,1.2450646096378573,0.0,65,79,84,92,110,120,140,150,180,180,180
GET,07_Collect_Ticket,4953,4,75,78.44042824551667,25.770500000362517,672.6614000035624,40.08398950131234,8.255428395630933,0.006667012635276344,75,86,95,100,120,130,150,170,450,670,670
POST,0AA_LoginAdmin,135,0,210.0,235.9218503701009,139.97010000093724,554.7427000019525,341.0,0.2250116764405766,0.0,210,240,280,290,370,380,490,550,550,550,550
POST,0A_Login,135,0,190.0,203.04291851843354,122.90669999856618,420.9312000020873,370.0,0.2250116764405766,0.0,190,220,240,250,290,310,360,370,420,420,420
,Aggregated,40715,12,95,565.8888522706636,16.699799998605158,60063.66500000149,27505.33498710549,67.86185486131909,0.020001037905829033,95,130,230,380,850,1900,6000,11000,30000,56000,60000
