Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,220.0,239.10065925932335,145.32930000132183,924.5889999983774,239.0,0.22499988359218898,0.0,220,240,250,260,320,390,430,920,920,920,920
GET,01_Admin_Order,759,0,160.0,217.1619313571077,54.703300000255695,1188.3022000001802,1114331.1805006587,1.264999345529418,0.0,160,200,220,260,470,570,700,940,1200,1200,1200
POST,01_Query_Routes,4928,0,570.0,618.1767688108637,167.13629999867408,4403.14059999946,327.0,8.213329084017092,0.0,570,740,840,890,1100,1200,1400,1600,3300,4400,4400
PUT,02_Admin_Update_Order,755,0,69,72.89329735103578,26.301699999748962,349.32040000057896,485.9046357615894,1.2583326823118717,0.0,69,82,91,95,110,120,160,180,350,350,350
GET,02_Select_Contact,4919,0,62,65.07243714169127,17.704899997625034,334.6194000005198,459.0,8.198329091777612,0.0,62,74,81,86,100,120,130,150,200,330,330
GET,03_Admin_Route,752,0,64,68.03360771285507,20.789700000023004,426.1147000033816,1793.0,1.2533326848987119,0.0,64,76,85,91,100,120,140,160,430,430,430
GET,03_Visit_Booking_Page,4912,0,56,59.59315907984733,15.286600002582418,257.0225000017672,37992.0,8.186662431146905,0.0,56,68,77,82,95,110,120,130,190,260,260
POST,04_Admin_Update_Route,750,0,71,75.51875519994064,24.171500001102686,399.30939999976545,235.0,1.2499993532899387,0.0,71,83,93,98,120,130,150,160,400,400,400
POST,04_Confirm_Booking,4824,4,1200.0,3846.761615567988,276.14510000057635,60084.06979999927,46.11857379767827,8.039995840360886,0.00666666321754634,1200,2700,4300,5700,11000,16000,24000,31000,58000,60000,60000
GET,05_Admin_Route,749,0,140.0,154.21030387185598,78.15650000338792,1127.8419000009308,5482.025367156209,1.2483326874855523,0.0,140,150,160,170,200,290,390,460,1100,1100,1100
POST,05_Fetch_Unpaid_Orders,4816,0,82,86.18242157389533,28.879599998617778,473.11220000119647,7583.600705980067,8.026662513925794,0.0,82,95,100,110,120,140,160,170,280,470,470
PUT,06_Admin_Update_Travel,748,0,70,73.03844251335269,26.237900001433445,242.787799998041,272.0,1.2466660216811656,0.0,70,82,90,96,110,130,150,160,240,240,240
POST,06_Pay_Order,4812,3,110.0,122.96138202413374,46.63749999963329,1040.374600001087,60.34164588528678,8.019995850708247,0.0049999974131597555,110,130,140,150,170,190,220,260,700,1000,1000
GET,07_Admin_Get_User,745,0,68,72.17679476504033,28.011899998091394,252.44910000037635,25402.241610738256,1.2416660242680058,0.0,68,80,89,95,110,120,140,150,250,250,250
GET,07_Collect_Ticket,4807,3,74,79.40117582690739,24.51699999801349,954.1188000002876,40.064905346369876,8.011662521686315,0.0049999974131597555,74,87,95,99,120,130,150,180,650,950,950
POST,0AA_LoginAdmin,135,0,200.0,233.49510888871953,137.13949999873876,560.6487000004563,341.0,0.22499988359218898,0.0,200,240,260,280,360,440,490,560,560,560,560
POST,0A_Login,135,0,180.0,199.22274888904886,121.08160000207135,540.1335999995354,370.0,0.22499988359218898,0.0,180,200,220,240,300,340,380,400,540,540,540
,Aggregated,39681,10,95,611.0394496106485,15.286600002582418,60084.06979999927,27689.454827247297,66.13496578386408,0.01666665804386585,95,130,230,370,870,1800,7100,12000,33000,60000,60000
