Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,230.0,262.077077036924,144.57190000030096,975.18029999992,239.0,0.22500953780310773,0.0,230,250,270,300,390,460,800,980,980,980,980
GET,01_Admin_Order,755,0,170.0,191.3124307284451,59.47540000124718,992.967400001362,1136957.2185430464,1.2583866743803434,0.0,170,190,210,230,280,410,610,760,990,990,990
POST,01_Query_Routes,5064,0,550.0,592.2751281003007,166.75970000142115,4400.793500000873,327.0,8.44035777359213,0.0,550,730,820,870,1000,1100,1300,1400,2400,4400,4400
PUT,02_Admin_Update_Order,754,0,73,75.12384655174343,24.96660000178963,335.229000000254,485.89522546419096,1.2567199370632833,0.0,73,83,94,97,110,130,140,160,340,340,340
GET,02_Select_Contact,5054,0,62,65.98005807280194,19.011000000318745,355.38219999943976,459.0,8.42369040042153,0.0,62,74,82,89,110,120,140,160,270,360,360
GET,03_Admin_Route,751,0,64,69.153022902817,22.826500000519445,389.24540000152774,1793.0,1.251719725112103,0.0,64,79,86,90,110,120,140,150,390,390,390
GET,03_Visit_Booking_Page,5046,0,55,59.56878652398533,15.080700002727099,218.8209999985702,37992.0,8.41035650188505,0.0,56,67,78,81,95,110,130,140,210,220,220
POST,04_Admin_Update_Route,749,0,72,76.46493484643578,24.567700002080528,287.3876999983622,235.0,1.248386250477983,0.0,72,87,95,100,120,130,140,160,290,290,290
POST,04_Confirm_Booking,4970,1,1200.0,3490.6322045070515,279.5748000025924,60056.27749999985,46.02877263581489,8.283684465788484,0.0016667373170600574,1200,2500,4100,5100,9400,15000,22000,28000,49000,60000,60000
GET,05_Admin_Route,747,0,140.0,152.5780676036489,82.5994000006176,1339.788999997836,5482.050870147255,1.2450527758438628,0.0,140,160,160,170,200,250,340,380,1300,1300,1300
POST,05_Fetch_Unpaid_Orders,4961,0,82,86.99621731507209,29.446700002154103,284.07420000075945,7801.1890747833095,8.268683829934945,0.0,82,95,100,110,130,140,160,170,240,280,280
PUT,06_Admin_Update_Travel,745,0,72,74.76369261738415,26.80569999938598,212.1127999998862,272.0,1.2417193012097427,0.0,72,84,93,97,120,130,140,160,210,210,210
POST,06_Pay_Order,4952,1,120.0,126.12716027868166,45.43810000177473,1211.8646999988414,60.110864297253634,8.253683194081404,0.0016667373170600574,120,140,150,160,180,200,240,280,820,1200,1200
GET,07_Admin_Get_User,742,0,68,73.40082183284322,27.875300002051517,209.93869999801973,25405.67115902965,1.2367190892585624,0.0,68,80,89,95,110,130,150,160,210,210,210
GET,07_Collect_Ticket,4944,1,76,78.7979345267224,24.5623999981035,546.4329999995243,40.0210355987055,8.240349295544924,0.0016667373170600574,76,87,95,100,120,130,150,170,310,550,550
POST,0AA_LoginAdmin,135,0,210.0,245.64904592590648,137.31510000070557,831.9119999978284,341.0,0.22500953780310773,0.0,210,250,280,290,330,500,720,720,830,830,830
POST,0A_Login,135,0,190.0,209.7324029629009,119.28270000134944,630.7582999979786,370.0,0.22500953780310773,0.0,190,210,230,240,320,390,530,550,630,630,630
,Aggregated,40639,3,96,567.405768736927,15.080700002727099,60056.27749999985,27527.201801225423,67.73453782800367,0.005000211951180172,96,140,230,360,840,1800,6200,11000,29000,49000,60000
