Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,230.0,254.2242740739581,145.81140000154846,1076.960300000792,239.0,0.11847411969757349,0.0,230,270,280,290,330,400,480,1100,1100,1100,1100
GET,01_Admin_Order,1464,0,220.0,275.88197745908053,58.17320000278414,1356.8725999975868,1796733.5525956284,1.284786009164797,0.0,220,260,300,330,550,730,860,960,1300,1400,1400
POST,01_Query_Routes,7403,0,790.0,837.8563717006715,149.42850000079488,4481.37990000032,327.0,6.496769689786197,0.0,790,1000,1200,1200,1500,1700,1900,2200,3300,4500,4500
PUT,02_Admin_Update_Order,1461,0,67,71.78737193701136,22.71630000177538,328.23950000238256,485.9253935660507,1.2821532509492952,0.0,67,82,91,97,110,130,140,150,230,330,330
GET,02_Select_Contact,7399,0,59,63.35753392351034,17.830599997978425,513.6982999974862,459.0,6.493259345498861,0.0,59,71,81,84,99,120,130,150,180,510,510
GET,03_Admin_Route,1459,0,60,64.8380773817946,21.28649999940535,371.9591999979457,1793.0,1.2803980788056275,0.0,60,72,82,86,100,110,130,140,260,370,370
GET,03_Visit_Booking_Page,7395,0,55,58.36159365785016,15.17740000053891,190.74360000013257,37992.0,6.489749001211526,0.0,55,67,76,81,94,100,120,130,150,190,190
POST,04_Admin_Update_Route,1458,0,68,73.23654691358215,23.029500000120606,203.26750000094762,235.0,1.2795204927337938,0.0,68,83,94,97,110,130,150,160,200,200,200
POST,04_Confirm_Booking,7299,116,2400.0,8267.082992204418,249.42799999917042,60181.610499999806,48.27264008768324,6.405500738315473,0.10179998433272981,2400,6100,10000,14000,25000,37000,54000,60000,60000,60000,60000
GET,05_Admin_Route,1457,0,130.0,136.5665389842065,65.11909999971977,1207.1122000015748,5482.0130404941665,1.2786429066619598,0.0,130,140,150,160,180,210,310,350,600,1200,1200
POST,05_Fetch_Unpaid_Orders,7292,0,86,90.30183558696103,27.569099998800084,379.4495000001916,11324.568431157433,6.399357635812636,0.0,86,99,110,110,130,140,160,170,230,380,380
PUT,06_Admin_Update_Travel,1454,0,66,70.28475722148383,22.87140000044019,204.3952000021818,272.0,1.276010148446458,0.0,66,81,88,96,110,130,150,160,190,200,200
POST,06_Pay_Order,7285,76,130.0,142.01863570349695,45.59040000094683,1412.2936999992817,65.7254632807138,6.3932145333097985,0.0666965414593747,130,150,160,170,200,230,290,390,1000,1400,1400
GET,07_Admin_Get_User,1452,0,65,69.54483505510939,23.129200002586003,215.7389999993029,25639.6955922865,1.2742549763027904,0.0,65,79,85,94,110,130,130,150,220,220,220
GET,07_Collect_Ticket,7279,75,74,77.95536386865349,22.131400000944268,685.8107000007294,41.07157576590191,6.387949016878796,0.06581895538754083,74,87,97,100,120,130,150,160,220,690,690
POST,0AA_LoginAdmin,135,0,210.0,223.76682962974343,142.5987000002351,622.3329999993439,341.0,0.11847411969757349,0.0,210,230,250,260,290,340,390,620,620,620,620
POST,0A_Login,135,0,190.0,203.09323259269283,119.91500000294764,386.5025000013702,370.0,0.11847411969757349,0.0,190,220,230,250,270,340,370,380,390,390,390
,Aggregated,61962,267,97,1144.3986132484454,15.17740000053891,60181.610499999806,49228.607388399345,54.37698818297073,0.23431548117964535,97,140,230,410,1200,3800,16000,28000,60000,60000,60000
