Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,220.0,242.4241540741032,147.6744999999937,1009.5221999999922,239.0,0.1790863401059035,0.0,220,250,260,280,310,380,440,1000,1000,1000,1000
GET,01_Admin_Order,956,0,190.0,260.3262439330409,55.668799999693874,1238.2813000003807,1338185.6527196653,1.2681966010462498,0.0,190,230,310,380,540,660,790,900,1200,1200,1200
POST,01_Query_Routes,5717,0,630.0,680.3473253804497,149.6793999995134,4531.932099998812,327.0,7.583974862114446,0.0,630,830,940,1000,1200,1400,1500,1700,2800,4500,4500
PUT,02_Admin_Update_Order,955,0,70,73.54950125653414,24.54530000068189,275.2022000004217,485.9204188481675,1.266870035563984,0.0,70,81,93,95,110,120,140,160,280,280,280
GET,02_Select_Contact,5709,0,60,63.03283240496203,17.64790000015637,371.58090000048105,459.0,7.573362338256318,0.0,60,71,80,83,97,110,130,140,220,370,370
GET,03_Admin_Route,950,0,63,65.0173203158403,21.84589999887976,558.1581999995251,1793.0,1.260237208152654,0.0,63,74,81,86,97,110,130,140,560,560,560
GET,03_Visit_Booking_Page,5700,0,53,57.412189719284875,14.477700000497862,236.69619999964198,37992.0,7.561423248915925,0.0,53,65,74,80,95,110,130,130,200,240,240
POST,04_Admin_Update_Route,948,0,66,71.30093554848946,21.381799999289797,207.44030000059865,235.0,1.2575840771881222,0.0,66,80,92,95,110,120,140,160,210,210,210
POST,04_Confirm_Booking,5617,26,1400.0,5296.951020473568,250.55849999989732,60105.03310000058,46.66191917393626,7.4513183138878505,0.034490702538914744,1400,3400,5800,8200,16000,24000,36000,45000,60000,60000,60000
GET,05_Admin_Route,946,0,130.0,142.17641987317478,68.80740000087826,1301.5417000005982,5482.040169133193,1.2549309462235902,0.0,130,140,160,160,190,220,310,350,1300,1300,1300
POST,05_Fetch_Unpaid_Orders,5609,0,80,84.28844696025085,28.855599999587866,313.395600000149,8781.796042075237,7.440705790029723,0.0,80,95,99,110,130,130,150,160,250,310,310
PUT,06_Admin_Update_Travel,944,0,66,71.63634194915761,22.635600000285194,189.68470000072557,272.0,1.2522778152590583,0.0,66,80,91,96,110,130,140,150,190,190,190
POST,06_Pay_Order,5601,22,120.0,133.04715459737537,44.633299999986775,2277.307100001053,62.15622210319586,7.430093266171595,0.029184440609850936,120,140,150,160,180,200,240,320,1900,2300,2300
GET,07_Admin_Get_User,942,0,65,70.0625854564922,25.045800000953022,204.6148000008543,25503.394904458597,1.2496246842945264,0.0,65,80,87,95,110,120,130,140,200,200,200
GET,07_Collect_Ticket,5593,22,74,76.14766182729318,22.063600001274608,469.56739999950514,40.40908278204899,7.419480742313468,0.029184440609850936,74,84,95,97,110,130,140,160,220,470,470
POST,0AA_LoginAdmin,135,0,200.0,223.42120518520392,133.3333999991737,660.7937999997375,341.0,0.1790863401059035,0.0,200,230,250,270,300,340,430,660,660,660,660
POST,0A_Login,135,0,190.0,199.38383777783505,120.2620999993087,399.0319999993517,370.0,0.1790863401059035,0.0,190,210,220,230,250,320,350,370,400,400,400
,Aggregated,46592,70,95,789.4035080807862,14.477700000497862,60105.03310000058,33963.52427455357,61.80733894973522,0.09285958375861662,95,130,230,380,970,2200,10000,18000,49000,60000,60000
