Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,230.0,256.046188148159,145.38319999883242,939.7310999993351,239.0,0.2147849332083147,0.0,230,260,290,300,350,390,470,940,940,940,940
GET,01_Admin_Order,796,0,160.0,201.59085829146693,46.36390000086976,1009.8128999998153,1163926.2788944724,1.2664356061764335,0.0,160,190,220,240,410,500,580,640,1000,1000,1000
POST,01_Query_Routes,5109,0,600.0,628.2285943824583,153.46060000047146,4511.9451999999,327.0,8.128416472305776,0.0,600,760,840,900,1000,1100,1300,1400,2500,4500,4500
PUT,02_Admin_Update_Order,794,0,66,70.71378098232164,22.87400000022899,284.89389999958803,485.9181360201511,1.26325360716594,0.0,66,80,87,95,110,120,140,150,280,280,280
GET,02_Select_Contact,5100,0,57,60.70528762746358,16.092600000774837,281.60639999987325,459.0,8.114097476758555,0.0,57,69,78,82,96,110,120,140,170,280,280
GET,03_Admin_Route,790,0,59,62.4703963291112,20.37940000082017,398.7022999990586,1793.0,1.2568896091449528,0.0,59,69,79,82,95,110,130,150,400,400,400
GET,03_Visit_Booking_Page,5092,0,51,54.449847879006995,13.568700000178069,195.23130000015954,37992.0,8.101369480716581,0.0,51,63,70,76,87,97,110,130,160,200,200
POST,04_Admin_Update_Route,788,0,65,69.89539302029638,23.022399998808396,183.1597000000329,235.0,1.2537076101344593,0.0,65,81,87,93,110,120,140,150,180,180,180
POST,04_Confirm_Booking,5013,4,1400.0,4095.4245855775107,278.999100000874,60119.7073000003,46.11410333133852,7.975680519802086,0.006363998020987103,1400,2900,4600,5900,11000,17000,26000,33000,56000,60000,60000
GET,05_Admin_Route,786,0,130.0,145.90097798975046,70.99329999982729,1024.962699999378,5482.0241730279895,1.2505256111239658,0.0,130,150,160,160,190,260,340,410,1000,1000,1000
POST,05_Fetch_Unpaid_Orders,5002,0,79,82.30929280287314,28.71910000067146,480.8248999997886,7867.805477808876,7.958179525244372,0.0,79,91,97,100,120,130,150,160,210,480,480
PUT,06_Admin_Update_Travel,785,0,67,69.90370012736673,25.597100000595674,220.6387000005634,272.0,1.248934611618719,0.0,67,79,84,91,110,120,140,150,220,220,220
POST,06_Pay_Order,4997,3,110.0,120.97851418851054,45.60730000048352,949.5776000003389,60.32959775865519,7.950224527718138,0.004772998515740327,110,130,140,150,170,190,220,250,450,950,950
GET,07_Admin_Get_User,783,0,64,67.66263703699308,24.360899999010144,190.6103000001167,25426.59259259259,1.2457526126082255,0.0,64,77,83,88,100,110,130,150,190,190,190
GET,07_Collect_Ticket,4987,3,69,73.22289250049397,21.24289999846951,663.2255999993504,40.062562662923604,7.93431453266567,0.004772998515740327,69,81,89,95,110,120,140,150,400,660,660
POST,0AA_LoginAdmin,135,0,210.0,220.33257851847642,135.59499999973923,572.7075999984663,341.0,0.2147849332083147,0.0,210,240,250,250,280,320,370,570,570,570,570
POST,0A_Login,135,0,200.0,210.67993185186222,122.25020000005316,473.95700000015495,370.0,0.2147849332083147,0.0,200,220,230,240,310,380,420,440,470,470,470
,Aggregated,41227,10,91,639.0125355204063,13.568700000178069,60119.7073000003,28878.80391491013,65.59213660280882,0.015909995052467756,91,130,230,390,900,2000,7300,13000,34000,58000,60000
