Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,220.0,243.16535851847019,142.24920000015118,945.4542999992555,239.0,0.2111693902410306,0.0,220,240,260,290,340,420,510,950,950,950,950
GET,01_Admin_Order,812,0,160.0,202.89858768471947,44.241100000363076,1113.312200001019,1163054.8128078817,1.2701447768571617,0.0,160,190,220,240,390,530,630,690,1100,1100,1100
POST,01_Query_Routes,5136,0,620.0,634.9475591121264,160.7719999992696,4682.584700000007,327.0,8.033822135392096,0.0,620,770,860,910,1100,1200,1400,1500,2800,4700,4700
PUT,02_Admin_Update_Order,807,0,67,74.05008042135569,23.426600000675535,500.03019999894605,485.89591078066917,1.2623236883297162,0.0,67,82,92,97,110,130,160,250,500,500,500
GET,02_Select_Contact,5132,0,59,62.49201438036276,15.994100000170874,354.6635000002425,459.0,8.027565264570141,0.0,59,69,81,83,99,110,130,140,210,350,350
GET,03_Admin_Route,807,0,62,64.24568612141164,21.292600000379025,411.6371000000072,1793.0,1.2623236883297162,0.0,62,70,82,84,100,110,130,140,410,410,410
GET,03_Visit_Booking_Page,5119,0,51,55.40905592889303,14.69129999895813,163.25479999977688,37992.0,8.007230434398782,0.0,51,65,71,81,93,100,120,130,150,160,160
POST,04_Admin_Update_Route,802,0,68,72.40661284288166,24.39349999986007,346.67260000060196,235.0,1.2545025998022705,0.0,68,82,88,97,110,120,140,150,350,350,350
POST,04_Confirm_Booking,5048,1,1700.0,4291.889105526945,273.1199999998353,60027.591800000664,46.02832805071316,7.896170977309055,0.0015642177054891154,1700,3300,5200,6600,11000,17000,25000,32000,51000,60000,60000
GET,05_Admin_Route,801,0,140.0,152.360372784021,78.00179999867396,1081.5922000001592,5482.023720349563,1.2529383820967814,0.0,140,150,160,170,210,250,330,380,1100,1100,1100
POST,05_Fetch_Unpaid_Orders,5032,0,81,84.08098914945799,25.688599998829886,461.62050000020827,7904.202305246423,7.871143494021229,0.0,81,95,99,110,120,130,150,170,230,460,460
PUT,06_Admin_Update_Travel,800,0,68,74.0929942499838,22.468299999673036,496.16120000064257,272.0,1.2513741643912923,0.0,68,82,96,98,110,130,150,160,500,500,500
POST,06_Pay_Order,5023,1,110.0,120.83625305595089,42.36730000047828,891.202599999815,60.109297232729446,7.857065534671827,0.0015642177054891154,110,130,150,150,170,190,210,240,430,890,890
GET,07_Admin_Get_User,798,0,66,69.33279849627047,24.473999999827356,190.5585999993491,25433.04761904762,1.2482457289803142,0.0,66,81,86,96,100,120,130,150,190,190,190
GET,07_Collect_Ticket,5014,1,72,75.44092323494228,24.43900000071153,577.5055000012799,40.02074192261667,7.842987575322425,0.0015642177054891154,72,83,96,98,110,130,150,160,220,580,580
POST,0AA_LoginAdmin,135,0,200.0,218.23874518522643,136.49770000120043,533.9101999998093,341.0,0.2111693902410306,0.0,200,220,240,260,340,380,530,530,530,530,530
POST,0A_Login,135,0,190.0,209.39748222222585,117.94200000076671,560.0688000013179,370.0,0.2111693902410306,0.0,190,220,240,260,300,370,400,470,560,560,560
,Aggregated,41536,3,95,664.504067570301,14.69129999895813,60027.591800000664,29143.04622496148,64.9713466151959,0.004692653116467346,95,130,220,370,930,2500,8100,13000,33000,51000,60000
