Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,230.0,257.5678437036981,144.42269999926793,1129.2009000007965,239.0,0.21388936672964184,0.0,230,260,270,280,350,450,560,1100,1100,1100,1100
GET,01_Admin_Order,799,0,200.0,217.96509737169976,43.104000000312226,1054.7034999999596,1186925.3416770964,1.265908177903584,0.0,200,230,250,270,390,500,610,680,1100,1100,1100
POST,01_Query_Routes,5266,0,580.0,602.6269707937623,150.95230000042648,5224.4274000004225,327.0,8.34326966813551,0.0,580,730,820,860,1000,1100,1200,1300,3500,5200,5200
PUT,02_Admin_Update_Order,799,0,64,70.53931176469928,22.194300001501688,369.42910000107076,485.90112640801,1.265908177903584,0.0,64,79,86,93,110,120,160,200,370,370,370
GET,02_Select_Contact,5252,0,60,64.06067500002847,15.82349999989674,356.8403999997827,459.0,8.321088548622807,0.0,60,72,81,86,100,120,140,160,240,360,360
GET,03_Admin_Route,796,0,62,65.45944032664627,20.969100000002072,408.5267999998905,1793.0,1.2611550808651475,0.0,62,73,81,88,100,120,130,140,410,410,410
GET,03_Visit_Booking_Page,5245,0,53,56.885477616774956,13.501299999916228,236.88849999962258,37992.0,8.309997988866455,0.0,53,65,74,79,94,110,130,140,180,240,240
POST,04_Admin_Update_Route,791,0,67,72.81084879894723,20.25789999970584,210.7189999987895,235.0,1.2532332524677534,0.0,67,81,89,98,110,130,150,170,210,210,210
POST,04_Confirm_Booking,5164,1,1200.0,3684.9756116382605,242.5968000006833,60020.72719999887,46.027691711851276,8.18166436882867,0.0015843656794788286,1200,2300,4000,5500,10000,16000,23000,30000,50000,60000,60000
GET,05_Admin_Route,789,0,130.0,144.38402344738773,65.6037999997352,1600.673299999471,5482.024081115336,1.2500645211087957,0.0,130,150,160,170,200,250,340,390,1600,1600,1600
POST,05_Fetch_Unpaid_Orders,5158,0,80,84.93998949205482,27.716999999029213,434.6819000002142,8097.98507173323,8.172158174751797,0.0,80,93,100,110,120,140,160,190,280,430,430
PUT,06_Admin_Update_Travel,788,0,66,71.832648984753,22.38700000089011,288.8420999988739,272.0,1.2484801554293168,0.0,66,79,88,95,110,130,140,160,290,290,290
POST,06_Pay_Order,5152,0,110.0,120.359225485258,40.85350000059407,991.1620000002586,60.0,8.162651980674925,0.0,110,130,140,150,170,190,220,260,540,990,990
GET,07_Admin_Get_User,787,0,64,68.85597750953481,25.36569999938365,192.6342000006116,25425.054637865313,1.246895789749838,0.0,64,76,84,91,110,120,130,150,190,190,190
GET,07_Collect_Ticket,5139,0,71,76.28240023350118,20.92899999843212,872.5281999995786,40.0,8.1420552268417,0.0,71,83,93,97,120,130,160,180,400,870,870
POST,0AA_LoginAdmin,135,0,200.0,224.70356222222983,138.3888999989722,617.7847999988444,341.0,0.21388936672964184,0.0,200,230,250,260,300,340,610,610,620,620,620
POST,0A_Login,135,0,200.0,208.75164296288588,108.59540000092238,463.9071999990847,370.0,0.21388936672964184,0.0,200,220,240,260,300,350,410,420,460,460,460
,Aggregated,42330,1,93,589.319634746043,13.501299999916228,60020.72719999887,28843.71795416962,67.06619921233882,0.0015843656794788286,93,130,230,370,860,1700,6700,12000,33000,51000,60000
