Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,220.0,245.24861925941272,142.07700000042678,1108.9461999981722,239.0,0.20570235689791433,0.0,220,240,260,270,310,340,530,1100,1100,1100,1100
GET,01_Admin_Order,827,0,170.0,196.38942382097463,49.438199999713106,1070.856599999388,1177177.2732769044,1.2601174011450011,0.0,170,200,220,230,310,430,600,720,1100,1100,1100
POST,01_Query_Routes,5127,0,610.0,654.5624693973057,146.54420000078971,4418.505099998583,327.0,7.812118398634124,0.0,610,810,920,980,1100,1300,1400,1500,2800,4400,4400
PUT,02_Admin_Update_Order,827,0,67,74.45314812580479,25.391800001671072,420.80189999978757,485.9093107617896,1.2601174011450011,0.0,67,82,95,98,110,130,160,190,420,420,420
GET,02_Select_Contact,5120,0,61,64.68579453123921,18.15809999970952,358.32229999869014,459.0,7.801452350498677,0.0,61,74,81,86,100,110,130,160,250,360,360
GET,03_Admin_Route,824,0,64,67.16973652913738,18.820099998265505,381.56529999832856,1793.0,1.2555462376583808,0.0,64,79,82,92,100,120,140,160,380,380,380
GET,03_Visit_Booking_Page,5110,0,54,58.50882338553141,13.39419999931124,261.016299999028,37992.0,7.786215138876609,0.0,54,66,77,81,96,110,130,140,220,260,260
POST,04_Admin_Update_Route,823,0,67,74.19830522478796,24.363299999095034,231.99530000056257,235.0,1.254022516496174,0.0,67,81,92,96,120,130,160,160,230,230,230
POST,04_Confirm_Booking,5037,9,1300.0,4743.4323856859,251.26910000108182,60107.37710000103,46.25550923168553,7.674983494035515,0.013713490459860955,1300,3100,5500,7400,14000,20000,30000,38000,60000,60000,60000
GET,05_Admin_Route,816,0,130.0,146.96596029408087,72.65639999968698,1163.7706000001344,5482.0232843137255,1.2433564683607266,0.0,130,140,160,160,190,270,370,460,1200,1200,1200
POST,05_Fetch_Unpaid_Orders,5027,0,81,86.32991893773091,25.1090000019758,534.3036999984179,7901.825343147007,7.659746282413447,0.0,81,96,100,110,130,140,160,180,350,530,530
PUT,06_Admin_Update_Travel,815,0,65,70.6724609816222,25.933600001735613,544.8681000016222,272.0,1.2418327471985198,0.0,65,79,85,95,110,120,140,150,540,540,540
POST,06_Pay_Order,5016,7,110.0,124.04533586524272,46.469500000966946,1607.2100000019418,60.765749601275914,7.642985349629172,0.01066604813544741,110,130,140,150,170,190,220,280,1200,1600,1600
GET,07_Admin_Get_User,813,0,66,72.97218425592202,26.552399998763576,924.5732999988832,25456.091020910208,1.2387853048741062,0.0,66,81,88,96,110,130,140,160,920,920,920
GET,07_Collect_Ticket,5008,7,74,81.62534420923362,23.294099999475293,1342.5091000026441,40.14536741214057,7.630795580331518,0.01066604813544741,74,84,96,98,110,130,160,210,1200,1300,1300
POST,0AA_LoginAdmin,135,0,200.0,212.73288296285534,138.1230000006326,646.9508999980462,341.0,0.20570235689791433,0.0,200,220,230,240,260,280,400,640,650,650,650
POST,0A_Login,135,0,190.0,206.66046444449523,124.26790000245092,453.43919999868376,370.0,0.20570235689791433,0.0,190,220,230,250,270,310,410,420,450,450,450
,Aggregated,41595,23,96,721.4984709580431,13.39419999931124,60107.37710000103,29805.130304123093,63.37918174199071,0.03504558673075577,96,130,220,370,930,1900,9400,16000,41000,60000,60000
