Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,230.0,249.89306888897704,149.8414000016055,1069.0758999990067,239.0,0.2250262890772398,0.0,230,250,270,280,320,370,440,1100,1100,1100,1100
GET,01_Admin_Order,753,0,160.0,213.23464289511378,57.76019999757409,1118.8397000005352,1139815.807436919,1.2551466346308262,0.0,160,190,230,290,450,520,640,740,1100,1100,1100
POST,01_Query_Routes,5029,0,540.0,590.2669808908354,151.89149999787332,4646.265499999572,327.0,8.382645983477325,0.0,540,710,800,860,1000,1100,1300,1400,2800,4600,4600
PUT,02_Admin_Update_Order,749,0,67,71.3749923898541,25.10909999909927,393.4095000004163,485.9158878504673,1.2484791890285378,0.0,67,81,84,97,110,120,140,150,390,390,390
GET,02_Select_Contact,5022,0,59,62.325902907228205,17.097599997214274,422.2875999985263,459.0,8.37097795367332,0.0,59,68,81,83,99,110,130,140,180,420,420
GET,03_Admin_Route,749,0,63,64.44981789051316,21.096000000397908,441.7260999980499,1793.0,1.2484791890285378,0.0,63,70,81,83,98,110,130,140,440,440,440
GET,03_Visit_Booking_Page,5015,0,52,56.44459615155461,14.54340000054799,172.8761000013037,37992.0,8.359309923869315,0.0,52,66,71,81,94,100,120,130,150,170,170
POST,04_Admin_Update_Route,745,0,67,70.67123624166938,22.548699998878874,225.4623000007996,235.0,1.2418117434262492,0.0,67,81,88,97,110,120,140,150,230,230,230
POST,04_Confirm_Booking,4934,3,1100.0,3590.7560625456244,250.39580000157002,60059.05439999697,46.08694770976895,8.22429415042297,0.005000584201716439,1100,2000,3600,4900,9700,16000,25000,33000,58000,60000,60000
GET,05_Admin_Route,745,0,130.0,145.45494308725472,75.37610000144923,1596.812100000534,5482.051006711409,1.2418117434262492,0.0,130,150,150,160,200,270,370,420,1600,1600,1600
POST,05_Fetch_Unpaid_Orders,4927,0,81,82.83197109799865,28.406699999322882,239.16860000099405,7750.5579460117715,8.212626120618966,0.0,81,93,99,100,120,130,150,160,200,240,240
PUT,06_Admin_Update_Travel,743,0,66,69.99585235523006,22.095399999670917,204.67740000094636,272.0,1.238478020625105,0.0,66,81,84,93,100,120,140,150,200,200,200
POST,06_Pay_Order,4915,3,110.0,118.74131867753258,43.47019999840995,974.8430000036024,60.335096642929805,8.1926237838121,0.005000584201716439,110,130,140,150,160,180,210,240,480,970,970
GET,07_Admin_Get_User,742,0,66,69.52376226412049,26.35269999882439,176.65929999930086,25410.280323450133,1.2368111592245328,0.0,66,80,83,93,100,120,130,150,180,180,180
GET,07_Collect_Ticket,4908,3,73,76.76132257537846,24.69579999888083,672.5157000000763,40.06356968215159,8.180955754008094,0.005000584201716439,73,83,96,98,110,130,150,160,520,670,670
POST,0AA_LoginAdmin,135,0,210.0,224.50170814805057,141.12499999828287,576.1844000007841,341.0,0.2250262890772398,0.0,210,240,250,260,290,320,470,570,580,580,580
POST,0A_Login,135,0,200.0,207.974733333389,120.60639999981504,413.43960000085644,370.0,0.2250262890772398,0.0,200,220,230,250,290,350,400,400,410,410,410
,Aggregated,40381,9,94,576.2316578118458,14.54340000054799,60059.05439999697,27657.04712612367,67.30953021650384,0.015001752605149318,94,130,230,370,830,1500,6200,12000,34000,58000,60000
