Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,240.0,269.35177629632193,143.46179999938613,1228.8624000002528,239.0,0.2250495420082706,0.0,240,270,290,310,360,390,590,1200,1200,1200,1200
GET,01_Admin_Order,754,0,160.0,214.38711949603834,42.22760000084236,1585.345899999993,1123527.2453580901,1.2569433679573039,0.0,160,190,210,230,330,660,950,1100,1600,1600,1600
POST,01_Query_Routes,4922,0,570.0,636.4593989232051,146.4466999996148,4313.465000000178,327.0,8.205139598257094,0.0,570,700,800,860,1100,1400,2000,2300,3600,4300,4300
PUT,02_Admin_Update_Order,751,0,66,69.77648282291786,22.39830000053189,333.23769999969954,485.89613848202396,1.2519422670237867,0.0,66,79,83,90,100,120,140,160,330,330,330
GET,02_Select_Contact,4917,0,60,63.674220805368954,17.726799999763898,375.07110000024113,459.0,8.196804430034566,0.0,60,71,82,85,100,120,130,150,200,380,380
GET,03_Admin_Route,748,0,62,65.82115975936813,21.539999999731663,492.2063000003618,1793.0,1.2469411660902696,0.0,62,74,82,86,100,120,140,150,490,490,490
GET,03_Visit_Booking_Page,4910,0,52,56.79406892056664,14.403899999706482,220.17140000025393,37992.0,8.185135194523026,0.0,52,65,73,81,95,110,120,130,170,220,220
POST,04_Admin_Update_Route,744,0,67,72.0705647849495,23.895500000435277,247.03969999973197,235.0,1.2402730315122468,0.0,67,82,88,96,110,130,140,150,250,250,250
POST,04_Confirm_Booking,4823,6,1100.0,3806.824064358285,253.1795000004422,60087.62339999976,46.17789757412399,8.04010326745103,0.010002201867034249,1100,2200,3800,5200,11000,17000,27000,34000,60000,60000,60000
GET,05_Admin_Route,744,0,130.0,148.29444784945457,66.49500000003172,1275.5772999998953,5482.0255376344085,1.2402730315122468,0.0,130,150,160,170,200,280,400,470,1300,1300,1300
POST,05_Fetch_Unpaid_Orders,4817,0,82,84.73433151339275,29.149799999686365,343.44180000061897,7581.33983807349,8.030101065583995,0.0,82,95,100,110,120,140,160,170,230,340,340
PUT,06_Admin_Update_Travel,743,0,67,73.41866864066556,26.329700000133016,651.4305999999124,272.0,1.238605997867741,0.0,67,81,89,97,110,130,140,150,650,650,650
POST,06_Pay_Order,4810,6,110.0,121.50428615385933,45.58889999952953,1262.9950000000463,60.68482328482329,8.018431830072455,0.010002201867034249,110,130,140,150,170,190,220,240,1000,1300,1300
GET,07_Admin_Get_User,741,0,67,70.90997219975192,26.04120000069088,205.51940000041213,25405.02564102564,1.2352719305787296,0.0,67,81,85,94,110,120,140,150,210,210,210
GET,07_Collect_Ticket,4805,6,71,76.60605783558276,23.743699999613455,1008.2853000003524,40.12986472424558,8.010096661849927,0.010002201867034249,71,84,94,98,110,130,150,160,660,1000,1000
POST,0AA_LoginAdmin,135,0,230.0,233.85765777772946,144.29269999982353,591.1473999994996,341.0,0.2250495420082706,0.0,230,250,260,270,300,320,390,590,590,590,590
POST,0A_Login,135,0,200.0,220.2933074074247,114.91289999958099,468.2540000003428,370.0,0.2250495420082706,0.0,200,240,260,280,320,390,440,450,470,470,470
,Aggregated,39634,18,95,607.4987813266408,14.403899999706482,60087.62339999976,27751.13329464601,66.07121146633924,0.030006605601102746,95,130,230,360,840,1800,6600,12000,36000,60000,60000
