Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,00_Admin_Auto_Register,135,0,220.0,245.77334666677484,140.6728000001749,1065.1471999990463,239.0,0.184029684606048,0.0,220,250,270,280,320,340,520,1100,1100,1100,1100
GET,01_Admin_Order,937,0,190.0,233.8879110991653,42.971100003342144,1102.1930999995675,1343599.37886873,1.2773023294508665,0.0,190,220,260,320,470,570,670,740,1100,1100,1100
POST,01_Query_Routes,5800,0,600.0,647.3045643965602,146.06429999912507,4826.138299999002,327.0,7.9064605238153955,0.0,600,790,900,970,1100,1200,1400,1500,3100,4800,4800
PUT,02_Admin_Update_Order,933,0,67,74.10124715975431,23.29979999922216,631.9825000027777,485.9174705251876,1.2718495980551316,0.0,67,82,96,98,110,130,150,160,630,630,630
GET,02_Select_Contact,5792,0,60,62.8450156422745,17.08100000178092,396.30570000008447,459.0,7.895555061023925,0.0,60,69,81,83,99,110,130,150,210,400,400
GET,03_Admin_Route,930,0,63,65.22428107520916,21.6322999986005,430.33030000151484,1793.0,1.2677600495083305,0.0,63,73,82,85,100,110,130,150,430,430,430
GET,03_Visit_Booking_Page,5783,0,52,56.28354945527961,14.15610000185552,178.66109999886248,37992.0,7.883286415383522,0.0,52,66,72,81,95,100,120,130,150,180,180
POST,04_Admin_Update_Route,930,0,68,71.91544247313384,23.861699999542907,213.20100000230013,235.0,1.2677600495083305,0.0,68,82,90,97,110,120,140,150,210,210,210
POST,04_Confirm_Booking,5703,12,1300.0,4638.193100227935,249.5811999979196,60084.69369999875,46.300894266175696,7.774231787468827,0.016358194187204265,1300,2800,5300,7000,13000,20000,32000,40000,60000,60000,60000
GET,05_Admin_Route,927,0,130.0,140.50057475728673,72.0922000000428,1622.4542999989353,5482.02049622438,1.2636705009615294,0.0,130,140,150,160,190,230,300,370,1600,1600,1600
POST,05_Fetch_Unpaid_Orders,5695,0,82,84.71094117643618,27.04010000161361,254.91279999914696,8905.308340649693,7.763326324677358,0.0,82,97,100,110,130,130,150,160,210,250,250
PUT,06_Admin_Update_Travel,926,0,67,71.17093056160708,24.370299997826805,260.25250000020606,272.0,1.2623073181125959,0.0,67,81,86,97,110,120,130,150,260,260,260
POST,06_Pay_Order,5685,11,120.0,128.226314916453,46.063399997365195,1394.8232000002463,61.06209322779244,7.749694496188021,0.014995011338270577,120,140,150,160,180,200,240,280,1100,1400,1400
GET,07_Admin_Get_User,923,0,66,70.25997974006346,22.279500000877306,181.42769999758457,25499.88299024919,1.2582177695657948,0.0,66,81,84,96,100,120,130,140,180,180,180
GET,07_Collect_Ticket,5679,11,72,76.57864116919154,22.932899999432266,862.0683000008285,40.20144391618243,7.7415153990944185,0.014995011338270577,72,83,97,98,110,130,150,160,650,860,860
POST,0AA_LoginAdmin,135,0,200.0,217.18814518505866,135.68219999797293,652.3898999985249,341.0,0.184029684606048,0.0,200,220,240,260,290,330,390,650,650,650,650
POST,0A_Login,135,0,200.0,205.64096814834758,113.9471999995294,399.6517000014137,370.0,0.184029684606048,0.0,200,220,220,240,280,300,400,400,400,400,400
,Aggregated,47048,34,97,707.9757337570061,14.15610000185552,60084.69369999875,33287.46082724026,64.1350266766322,0.04634821686374542,97,130,230,370,920,1900,8700,15000,43000,60000,60000
